2026-02-16 02:22:39,809 | INFO | Training l2-k_mnist-b64-lr0.01-e40-i512-o512 on epoch 40 for 100 epochs
2026-02-16 02:22:40,062 | INFO | Batch1|Loss:0.003029|Epoch:1/20
2026-02-16 02:22:40,305 | INFO | Batch2|Loss:0.000386|Epoch:1/20
2026-02-16 02:22:40,545 | INFO | Batch3|Loss:0.000041|Epoch:1/20
2026-02-16 02:22:40,787 | INFO | Batch4|Loss:0.000553|Epoch:1/20
2026-02-16 02:22:41,026 | INFO | Batch5|Loss:0.000112|Epoch:1/20
2026-02-16 02:22:41,265 | INFO | Batch6|Loss:0.030372|Epoch:1/20
2026-02-16 02:22:41,505 | INFO | Batch7|Loss:0.000003|Epoch:1/20
2026-02-16 02:22:41,748 | INFO | Batch8|Loss:0.067007|Epoch:1/20
2026-02-16 02:22:41,991 | INFO | Batch9|Loss:0.000089|Epoch:1/20
2026-02-16 02:22:42,235 | INFO | Batch10|Loss:0.005762|Epoch:1/20
2026-02-16 02:22:42,480 | INFO | Batch11|Loss:0.000008|Epoch:1/20
2026-02-16 02:22:42,726 | INFO | Batch12|Loss:0.000122|Epoch:1/20
2026-02-16 02:22:42,969 | INFO | Batch13|Loss:0.000117|Epoch:1/20
2026-02-16 02:22:43,213 | INFO | Batch14|Loss:0.000004|Epoch:1/20
2026-02-16 02:22:43,474 | INFO | Batch15|Loss:0.000033|Epoch:1/20
2026-02-16 02:22:43,724 | INFO | Batch16|Loss:0.000008|Epoch:1/20
2026-02-16 02:22:43,965 | INFO | Batch17|Loss:0.000142|Epoch:1/20
2026-02-16 02:22:44,218 | INFO | Batch18|Loss:0.000035|Epoch:1/20
2026-02-16 02:22:44,466 | INFO | Batch19|Loss:0.000002|Epoch:1/20
2026-02-16 02:22:44,724 | INFO | Batch20|Loss:0.003121|Epoch:1/20
2026-02-16 02:22:44,972 | INFO | Batch21|Loss:0.000450|Epoch:1/20
2026-02-16 02:22:45,219 | INFO | Batch22|Loss:0.000004|Epoch:1/20
2026-02-16 02:22:45,462 | INFO | Batch23|Loss:0.000010|Epoch:1/20
2026-02-16 02:22:45,709 | INFO | Batch24|Loss:0.000174|Epoch:1/20
2026-02-16 02:22:45,957 | INFO | Batch25|Loss:0.053637|Epoch:1/20
2026-02-16 02:22:46,202 | INFO | Batch26|Loss:0.000051|Epoch:1/20
2026-02-16 02:22:46,460 | INFO | Batch27|Loss:0.013692|Epoch:1/20
2026-02-16 02:22:46,714 | INFO | Batch28|Loss:0.000007|Epoch:1/20
2026-02-16 02:22:46,962 | INFO | Batch29|Loss:0.000097|Epoch:1/20
2026-02-16 02:22:47,217 | INFO | Batch30|Loss:0.000121|Epoch:1/20
2026-02-16 02:22:47,503 | INFO | Batch31|Loss:0.001029|Epoch:1/20
2026-02-16 02:22:47,790 | INFO | Batch32|Loss:0.019920|Epoch:1/20
2026-02-16 02:22:48,044 | INFO | Batch33|Loss:0.031311|Epoch:1/20
2026-02-16 02:22:48,300 | INFO | Batch34|Loss:0.000013|Epoch:1/20
2026-02-16 02:22:48,546 | INFO | Batch35|Loss:0.047544|Epoch:1/20
2026-02-16 02:22:48,802 | INFO | Batch36|Loss:0.000018|Epoch:1/20
2026-02-16 02:22:49,052 | INFO | Batch37|Loss:0.000163|Epoch:1/20
2026-02-16 02:22:49,304 | INFO | Batch38|Loss:0.000019|Epoch:1/20
2026-02-16 02:22:49,565 | INFO | Batch39|Loss:0.000842|Epoch:1/20
2026-02-16 02:22:49,821 | INFO | Batch40|Loss:0.000010|Epoch:1/20
2026-02-16 02:22:50,072 | INFO | Batch41|Loss:0.000153|Epoch:1/20
2026-02-16 02:22:50,316 | INFO | Batch42|Loss:0.000012|Epoch:1/20
2026-02-16 02:22:50,564 | INFO | Batch43|Loss:0.000008|Epoch:1/20
2026-02-16 02:22:50,808 | INFO | Batch44|Loss:0.000007|Epoch:1/20
2026-02-16 02:22:51,047 | INFO | Batch45|Loss:0.000633|Epoch:1/20
2026-02-16 02:22:51,295 | INFO | Batch46|Loss:0.000337|Epoch:1/20
2026-02-16 02:22:51,552 | INFO | Batch47|Loss:0.000067|Epoch:1/20
2026-02-16 02:22:51,806 | INFO | Batch48|Loss:0.000031|Epoch:1/20
2026-02-16 02:22:52,060 | INFO | Batch49|Loss:0.000031|Epoch:1/20
2026-02-16 02:22:52,307 | INFO | Batch50|Loss:0.000007|Epoch:1/20
2026-02-16 02:22:52,555 | INFO | Batch51|Loss:0.000055|Epoch:1/20
2026-02-16 02:22:52,796 | INFO | Batch52|Loss:0.065628|Epoch:1/20
2026-02-16 02:22:53,041 | INFO | Batch53|Loss:0.000002|Epoch:1/20
2026-02-16 02:22:53,290 | INFO | Batch54|Loss:0.000003|Epoch:1/20
2026-02-16 02:22:53,550 | INFO | Batch55|Loss:0.000008|Epoch:1/20
2026-02-16 02:22:53,812 | INFO | Batch56|Loss:0.001872|Epoch:1/20
2026-02-16 02:22:54,072 | INFO | Batch57|Loss:0.073192|Epoch:1/20
2026-02-16 02:22:54,325 | INFO | Batch58|Loss:0.000023|Epoch:1/20
2026-02-16 02:22:54,581 | INFO | Batch59|Loss:0.001790|Epoch:1/20
2026-02-16 02:22:54,872 | INFO | Batch60|Loss:0.004555|Epoch:1/20
2026-02-16 02:22:55,137 | INFO | Batch61|Loss:0.000647|Epoch:1/20
2026-02-16 02:22:55,408 | INFO | Batch62|Loss:0.018544|Epoch:1/20
2026-02-16 02:22:55,673 | INFO | Batch63|Loss:0.000412|Epoch:1/20
2026-02-16 02:22:55,938 | INFO | Batch64|Loss:0.000003|Epoch:1/20
2026-02-16 02:22:56,200 | INFO | Batch65|Loss:0.001239|Epoch:1/20
2026-02-16 02:22:56,459 | INFO | Batch66|Loss:0.000009|Epoch:1/20
2026-02-16 02:22:56,728 | INFO | Batch67|Loss:0.020827|Epoch:1/20
2026-02-16 02:22:56,993 | INFO | Batch68|Loss:0.000004|Epoch:1/20
2026-02-16 02:22:57,239 | INFO | Batch69|Loss:0.000124|Epoch:1/20
2026-02-16 02:22:57,507 | INFO | Batch70|Loss:0.000020|Epoch:1/20
2026-02-16 02:22:57,780 | INFO | Batch71|Loss:0.000084|Epoch:1/20
2026-02-16 02:22:58,031 | INFO | Batch72|Loss:0.000065|Epoch:1/20
2026-02-16 02:22:58,285 | INFO | Batch73|Loss:0.000015|Epoch:1/20
2026-02-16 02:22:58,532 | INFO | Batch74|Loss:0.014543|Epoch:1/20
2026-02-16 02:22:58,779 | INFO | Batch75|Loss:0.000121|Epoch:1/20
2026-02-16 02:22:59,023 | INFO | Batch76|Loss:0.000033|Epoch:1/20
2026-02-16 02:22:59,278 | INFO | Batch77|Loss:0.014406|Epoch:1/20
2026-02-16 02:22:59,529 | INFO | Batch78|Loss:0.000044|Epoch:1/20
2026-02-16 02:22:59,778 | INFO | Batch79|Loss:0.000129|Epoch:1/20
2026-02-16 02:23:00,023 | INFO | Batch80|Loss:0.000001|Epoch:1/20
2026-02-16 02:23:00,271 | INFO | Batch81|Loss:0.000006|Epoch:1/20
2026-02-16 02:23:00,514 | INFO | Batch82|Loss:0.000049|Epoch:1/20
2026-02-16 02:23:00,778 | INFO | Batch83|Loss:0.000016|Epoch:1/20
2026-02-16 02:23:01,017 | INFO | Batch84|Loss:0.008568|Epoch:1/20
2026-02-16 02:23:01,261 | INFO | Batch85|Loss:0.000004|Epoch:1/20
2026-02-16 02:23:01,507 | INFO | Batch86|Loss:0.000002|Epoch:1/20
2026-02-16 02:23:01,747 | INFO | Batch87|Loss:0.000287|Epoch:1/20
2026-02-16 02:23:01,990 | INFO | Batch88|Loss:0.007441|Epoch:1/20
2026-02-16 02:23:02,232 | INFO | Batch89|Loss:0.000258|Epoch:1/20
