pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.24847289040303344,-0.46636214991518793,0.0,False
"0,1",True,-0.06445031063843885,-0.0015464131507825218,0.0,False
"1,1",False,-0.2533012028169303,-0.406057217670161,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,8.821697420609063,8.691447781280434,8.683238244198767
M2,81.40677829044552,81.42356955797463,81.23880225966676
M3,10.31603126448511,7.111774322735103,9.128399213454104
M4,63.17604066715955,11.317242246359614,14.749817345200395
M5,3.2087482608676314,3.139053162716152,3.769704462235304
M6,4.515268848800766,4.759001384168222,13.941747350779917
M7,11.216348210686245,9.294561555044872,11.57855090508764
M8,3.4222190907982015,3.3752793928484017,3.4487488695638557
M9,9.814705413393229,9.529855521151946,33.18869903851548
M10,9.570702570616476,9.419330564296448,9.349078971608892
M11,450.13539797101384,438.70095017999574,452.7029348983594
M12,10.207819661982429,10.983288914662317,10.425171019640068
M13,8.659174646142969,8.090859889953357,7.855505575581365
M14,16.609006361906413,10.83210958414587,111.63329978607818
M15,11.07095921416824,10.681659701574329,11.248778392744127
M16,10.206903188656272,10.879733604644086,11.126292243448027
