iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,9.497516,110.502484
1,PROBE,-0.3,200,9.005793,110.994207
2,SET,-0.8,5000,10.447334,109.552666
3,SET,-0.8,5000,14.172065,105.827935
4,SET,-0.8,5000,18.805415,101.194585
5,SET,-0.8,5000,17.810187,102.189813
6,SET,-0.8,5000,19.837626,100.162374
7,SET,-0.8,5000,18.379105,101.620895
8,SET,-0.8,5000,19.003460,100.996540
9,SET,-0.8,5000,19.748443,100.251557
10,SET,-0.8,5000,27.721144,92.278856
11,SET,-0.8,5000,28.648812,91.351188
12,SET,-0.8,5000,26.789718,93.210282
13,SET,-0.8,5000,28.238125,91.761875
14,SET,-0.8,5000,29.367661,90.632339
15,SET,-0.8,5000,29.421406,90.578594
16,SET,-0.8,5000,30.056712,89.943288
17,SET,-0.8,5000,29.529405,90.470595
18,SET,-0.8,5000,29.781368,90.218632
19,SET,-0.8,5000,29.846490,90.153510
20,SET,-0.8,5000,30.567340,89.432660
21,SET,-0.8,5000,31.316934,88.683066
22,SET,-0.8,5000,30.230347,89.769653
23,SET,-0.8,5000,28.912958,91.087042
24,SET,-0.8,5000,31.264327,88.735673
25,SET,-0.8,5000,30.994489,89.005511
26,SET,-0.8,5000,30.624645,89.375355
27,SET,-0.8,5000,30.455722,89.544278
28,SET,-0.8,5000,30.725933,89.274067
29,SET,-0.8,5000,30.957993,89.042007
