pulse,conductance_uS,node_voltage_V
0,524.6780413363315,-0.00870052384179012
1,530.4592443820171,-0.008613869187875928
2,518.4720709378694,-0.0087955068606114
3,522.882755924914,-0.008727789322140697
4,515.4507786931063,-0.008842502634015663
5,510.79767016524664,-0.00891587156295903
6,516.0219693027703,-0.00883357938590093
7,513.219010355397,-0.008877541254946187
8,512.5367212085087,-0.00888830864100463
9,516.9835343187257,-0.008818598243788304
10,518.7849579328861,-0.008790668477189187
11,520.2230116081092,-0.008768499162984137
12,522.2982911444464,-0.008736702655535302
13,517.0294349863543,-0.008817884383939127
14,521.5102784248854,-0.008748749040490195
15,521.5089830736091,-0.00874876886993045
16,518.9203497700506,-0.00878857647124229
17,518.6329595621869,-0.008793018265859402
18,518.5303905550791,-0.008794604621079798
19,511.7803497249241,-0.0089002757081985
20,526.1342388504737,-0.008678532992547365
21,514.0795657410974,-0.008863997747252045
22,519.8383479140632,-0.008774418250900244
23,521.5549716400294,-0.008748064924801398
24,525.4682530711785,-0.008688576604036505
25,520.4248937958247,-0.008765395855584236
26,524.2670727587546,-0.00870675028603018
27,519.5210853321909,-0.008779306207923093
28,518.7811088703106,-0.008790727965509953
29,515.693711062611,-0.008838705296206837
30,520.725724589972,-0.008760775596004829
31,521.0191139784785,-0.008756274313066952
32,516.6337859380164,-0.008824041425138292
33,519.2125279437707,-0.008784065273584284
34,518.1160042021365,-0.00880101944500228
35,522.1560937800588,-0.008738873979243222
36,523.2102912674136,-0.008722802217916574
37,524.0533137870723,-0.008709992399511866
38,517.9234274939879,-0.008804003775760651
39,519.0275539431525,-0.008786920712981
40,511.5895420452377,-0.008903299697837385
41,512.1642343207542,-0.008894197984760356
42,511.99884288583627,-0.00889681547087401
43,513.1875610673176,-0.00887803699095256
44,510.7159873137135,-0.008917170391295732
45,508.4353970745232,-0.008953587158323973
46,507.2395405096132,-0.008972801885931034
47,509.48614508913033,-0.008936771792987764
48,509.2627785022013,-0.008940341092233657
49,508.25612407385734,-0.008956462427160942
50,511.4576164993715,-0.008905391703784283
51,516.0874124935527,-0.0088325581697278
52,513.6269110895867,-0.008871116516303576
53,506.7805800337832,-0.008980198267146135
54,507.25924474744795,-0.008972484614886955
55,504.86129551316503,-0.009011261085305538
56,507.09488019340756,-0.008975131845160992
57,508.0423833702031,-0.008959892920325051
58,502.95095341656895,-0.00904239330650583
59,509.4662830566355,-0.008937089064031843
60,510.4910149087512,-0.00892074960526175
61,508.1282306286366,-0.00895851477422733
62,509.5730580656075,-0.008935383732169917
63,510.6711030543015,-0.00891788425114491
64,511.12526404688276,-0.008910666334892103
65,508.0059525890524,-0.008960477888812572
66,511.7403006438551,-0.008900910250286661
67,519.0628695514181,-0.008786375403373988
68,523.7913983539718,-0.008713968202282986
69,512.1686210245199,-0.008894128581719464
70,515.5883936011311,-0.008840351139748001
71,519.6330200135083,-0.008777581046620912
72,523.8991400993925,-0.008712332273461952
73,528.1428028964641,-0.008648382328639693
74,523.0826186558076,-0.00872474550306156
75,525.0751709738737,-0.008694515521392866
76,522.4080716832826,-0.008735027067833759
77,523.3960391974956,-0.00871997652268024
78,518.9440981092973,-0.008788209626597572
79,523.5349399593067,-0.008717864687293086
80,522.1794638358994,-0.008738517049318632
81,515.7895459577111,-0.008837208173467588
82,509.2677402664684,-0.008940261774472638
83,514.3705812372704,-0.008859427061273276
84,510.6006741896356,-0.008919004614519317
85,512.8236339654841,-0.008883777613906371
86,509.71590230580784,-0.008933103346540594
87,509.4222192072687,-0.008937793009160895
88,513.2441723148702,-0.008877144666141085
89,516.6624376027378,-0.008823595262732556
90,523.4201626702253,-0.008719609678035523
91,521.4325677402426,-0.008749938806905493
92,515.9197049120586,-0.008835175655841455
93,529.3709183092903,-0.008630050011123979
94,526.8578500630492,-0.00866764662984739
95,530.7928274336073,-0.008608921742532314
96,530.8610619528089,-0.008607910441079312
97,523.5871266452295,-0.008717071509682888
98,524.1814193205232,-0.00870804911436688
99,520.104399940897,-0.008770323471487596
100,524.9020965511836,-0.008697133007506522
