iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,115.332965,4.667035
1,SET,-0.5,1000,115.128140,4.871860
2,SET,-0.5,1000,114.951513,5.048487
3,SET,-0.5,1000,115.065780,4.934220
4,SET,-0.5,1000,114.430224,5.569776
5,SET,-0.5,1000,114.614876,5.385124
6,SET,-0.5,1000,114.381418,5.618582
7,SET,-0.5,1000,113.960960,6.039040
8,SET,-0.5,1000,114.392303,5.607697
9,SET,-0.5,1000,114.791967,5.208033
10,SET,-0.5,1000,115.453627,4.546373
11,SET,-0.5,1000,114.930406,5.069594
12,SET,-0.5,1000,114.494842,5.505158
13,SET,-0.5,1000,113.786607,6.213393
14,SET,-0.5,1000,114.722915,5.277085
15,SET,-0.5,1000,114.780921,5.219079
16,SET,-0.5,1000,114.102494,5.897506
17,SET,-0.5,1000,114.873913,5.126087
18,SET,-0.5,1000,114.178193,5.821807
19,SET,-0.5,1000,114.376378,5.623622
20,SET,-0.5,1000,114.752909,5.247091
