iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,80.536494,39.463506
1,PROBE,-0.3,200,80.905230,39.094770
2,SET,-1.2722877074723824,5000,77.552511,42.447489
3,SET,-1.7999999999999998,5000,78.052754,41.947246
4,SET,-1.7999999999999998,5000,79.744868,40.255132
5,SET,-1.7999999999999998,5000,81.705684,38.294316
6,SET,-1.7999999999999998,5000,82.580935,37.419065
7,SET,-1.7999999999999998,5000,95.884576,24.115424
8,SET,-0.9732400950416373,5000,94.175416,25.824584
9,SET,-1.694765943863615,5000,94.741292,25.258708
10,SET,-1.7999999999999998,5000,119.465294,0.534706
