iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,81.046697,38.953303
1,PROBE,-0.3,200,78.856710,41.143290
2,SET,-0.3,3757.4004644075467,77.105830,42.894170
3,SET,-0.45088805572890556,5000,82.554398,37.445602
4,SET,-0.661031091425809,5000,84.326300,35.673700
5,SET,-1.1405801405585885,5000,109.149273,10.850727
6,SET,-0.3,3172.1695759734353,107.445566,12.554434
7,SET,-0.38066034911681224,5000,98.927866,21.072134
8,SET,-0.6866906405599132,5000,94.092889,25.907111
9,SET,-1.107068357897583,5000,123.077016,-3.077016
10,RESET,0.3,854.6177016940298,14.347211,105.652789
11,SET,-0.3,1615.1562642529516,33.396398,86.603602
12,SET,-0.3,2243.402292394914,30.769015,89.230985
13,SET,-0.3,4486.804584789829,29.379687,90.620313
14,SET,-0.5384165501747795,5000,36.755171,83.244829
15,SET,-0.8631152997815813,5000,40.431790,79.568210
16,SET,-1.4639650368091301,5000,45.254064,74.745936
17,SET,-1.7999999999999998,5000,49.251954,70.748046
18,SET,-1.7999999999999998,5000,41.716032,78.283968
19,SET,-1.7999999999999998,5000,42.126814,77.873186
20,SET,-1.7999999999999998,5000,38.943477,81.056523
21,SET,-1.7999999999999998,5000,67.142352,52.857648
22,SET,-0.9990314636104423,5000,25.561615,94.438385
23,SET,-0.9862432292153697,5000,20.421665,99.578335
24,SET,-1.76418384365185,5000,26.962924,93.037076
25,SET,-1.7999999999999998,5000,46.274458,73.725542
26,SET,-1.4247019944823696,5000,44.663782,75.336218
27,SET,-1.7999999999999998,5000,52.032366,67.967634
28,SET,-1.7999999999999998,5000,78.658972,41.341028
29,SET,-0.7170069028731634,5000,19.460001,100.539999
30,SET,-0.7885870954896138,5000,20.067170,99.932830
31,SET,-1.5431527598803279,5000,26.533238,93.466762
32,SET,-1.7999999999999998,5000,23.601900,96.398100
33,SET,-1.7999999999999998,5000,23.705366,96.294634
34,SET,-1.7999999999999998,5000,42.266013,77.733987
