iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,16.703414,103.296586
1,PROBE,-0.3,200,19.743327,100.256673
2,SET,-0.3957612639333669,5000,21.518013,98.481987
3,SET,-0.7597694783337825,5000,22.499243,97.500757
4,SET,-1.0,5000,22.624676,97.375324
5,SET,-1.0,5000,22.263181,97.736819
6,SET,-1.0,5000,24.252048,95.747952
7,SET,-1.0,5000,24.715559,95.284441
8,SET,-1.0,5000,24.698914,95.301086
9,SET,-1.0,5000,24.798406,95.201594
10,SET,-1.0,5000,27.515018,92.484982
11,SET,-1.0,5000,24.730272,95.269728
12,SET,-1.0,5000,24.458773,95.541227
13,SET,-1.0,5000,25.359264,94.640736
14,SET,-1.0,5000,27.000200,92.999800
15,SET,-1.0,5000,27.190977,92.809023
16,SET,-1.0,5000,27.366593,92.633407
17,SET,-1.0,5000,27.646232,92.353768
18,SET,-1.0,5000,26.920306,93.079694
19,SET,-1.0,5000,26.990683,93.009317
20,SET,-1.0,5000,26.965862,93.034138
21,SET,-1.0,5000,27.280273,92.719727
22,SET,-1.0,5000,26.870677,93.129323
23,SET,-1.0,5000,27.415640,92.584360
24,SET,-1.0,5000,27.303044,92.696956
25,SET,-1.0,5000,27.437277,92.562723
