iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,4.144790,115.855210
1,SET,-1.8,2000,17.632317,102.367683
2,SET,-1.8,2000,211.069067,-91.069067
3,RESET,1.8,2000,3.959776,116.040224
4,SET,-1.8,2000,210.703078,-90.703078
5,RESET,1.8,2000,3.925330,116.074670
6,SET,-1.8,2000,150.333182,-30.333182
7,RESET,1.8,2000,5.927373,114.072627
8,SET,-1.8,2000,234.060977,-114.060977
9,RESET,1.8,2000,6.880106,113.119894
10,SET,-1.8,2000,266.685039,-146.685039
11,RESET,1.8,2000,3.738739,116.261261
12,SET,-1.8,2000,268.730143,-148.730143
