iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,16.107261,103.892739
1,PROBE,-0.3,200,16.057186,103.942814
2,SET,-1.5,5000,16.021637,103.978363
3,SET,-1.5,5000,170.932344,-50.932344
4,RESET,0.3,3274.246125147797,12.017438,107.982562
5,SET,-0.3,3369.703288453094,14.096399,105.903601
6,SET,-0.38908824938030284,5000,20.741752,99.258248
7,SET,-0.6744572265055732,5000,20.830200,99.169800
8,SET,-1.34501794481143,5000,29.844024,90.155976
9,SET,-1.5,5000,22.502142,97.497858
10,SET,-1.5,5000,27.263615,92.736385
11,SET,-1.5,5000,34.352026,85.647974
