iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,85.094480,34.905520
1,PROBE,-0.3,200,85.828357,34.171643
2,SET,-0.5587586264466867,5000,84.429526,35.570474
3,SET,-1.0808552079021192,5000,108.169399,11.830601
4,SET,-0.3,3519.6772257584853,105.031816,14.968184
5,SET,-0.4223612670910183,5000,96.987266,23.012734
6,SET,-0.7393120010456526,5000,103.271232,16.728768
7,SET,-0.6425025619539831,5000,98.184912,21.815088
8,SET,-1.014860860950071,5000,106.670144,13.329856
9,SET,-0.5355533436576136,5000,103.263872,16.736128
10,SET,-0.9235224909194197,5000,103.948460,16.051540
11,SET,-1.5733705123803357,5000,114.929886,5.070114
12,SET,-0.3,3610.670532787809,111.931081,8.068919
13,SET,-0.4332804639345372,5000,110.304712,9.695288
14,SET,-0.8064593248417434,5000,105.970646,14.029354
15,SET,-1.0600620956078977,5000,114.039481,5.960519
16,SET,-0.3,4950.93726780209,117.317734,2.682266
17,SET,-0.3,2874.7824321588237,109.719931,10.280069
18,SET,-0.34497389185905886,5000,108.538203,11.461797
19,SET,-0.6794460933330737,5000,113.640528,6.359472
20,SET,-0.3754439859020977,5000,113.560174,6.439826
21,SET,-0.7485391581779611,5000,113.741161,6.258839
22,SET,-1.3596597809917048,5000,120.595293,-0.595293
