pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.10148821065133952,-0.1957394252294295,0.0,False
"0,1",True,-0.037221998042476744,0.01978919983570502,0.07271547868410426,True
"1,1",False,-0.11235085725530107,-0.1072211965643945,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,6.877493348714787,6.569629551511218,6.481163980459847
M2,80.67061952200162,79.95744836076942,80.183039080081
M3,16.218693763973718,11.717627758430346,13.812227332434343
M4,17.206580775518443,12.60369104812824,16.66038932342934
M5,3.427585243947139,3.3054013571022547,3.2377094759635954
M6,6.603828247955722,5.9328850782860645,6.059092434824575
M7,13.6906252166967,11.373900269319286,15.660905751752571
M8,3.378113094602638,3.3999023657055116,3.4216457265708753
M9,11.442669951289245,8.740071676171025,13.45570095315926
M10,12.407573111346247,11.830946693981161,12.332798151670609
M11,457.5607127739962,460.38081687973437,444.4283989745941
M12,10.12701680021359,10.245230182608633,11.0977434300885
M13,9.007279301824441,5.235404738544172,5.705960135675376
M14,24.804707473137235,11.863618787105679,22.120010073668862
M15,11.418144335209675,10.625379155334711,10.972219967201482
M16,11.15409834370584,14.251263672519906,14.24134986285239
