iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,26.374295,93.625705
1,PROBE,-0.3,200,26.427736,93.572264
2,SET,-1.7999999999999998,5000,34.901329,85.098671
3,SET,-1.7999999999999998,5000,35.534342,84.465658
4,SET,-1.7999999999999998,5000,41.140416,78.859584
5,SET,-1.7999999999999998,5000,44.325461,75.674539
6,SET,-1.7999999999999998,5000,42.563235,77.436765
7,SET,-1.7999999999999998,5000,41.638317,78.361683
8,SET,-1.7999999999999998,5000,48.017011,71.982989
9,SET,-1.7999999999999998,5000,54.286907,65.713093
10,SET,-1.7999999999999998,5000,54.026953,65.973047
11,SET,-1.7999999999999998,5000,82.894360,37.105640
12,SET,-0.7047545311837425,5000,54.166779,65.833221
13,SET,-0.8871860725992003,5000,51.305916,68.694084
14,SET,-1.6406372692521143,5000,60.831497,59.168503
15,SET,-1.6073527201316884,5000,118.489104,1.510896
