iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,71.363188,48.636812
1,PROBE,-0.3,200,72.249257,47.750743
2,SET,-0.6466870536396513,5000,74.437071,45.562929
3,SET,-1.1231837559483517,5000,106.000099,13.999901
4,SET,-0.3,3201.2368167921445,101.314664,18.685336
5,SET,-0.3841484180150573,5000,101.473523,18.526477
6,SET,-0.7535612471923209,5000,93.103671,26.896329
7,SET,-1.0249200161417054,5000,103.007596,16.992404
8,SET,-0.5735304561800927,5000,103.328568,16.671432
9,SET,-1.0861705398390789,5000,94.558573,25.441427
10,SET,-1.1413283850157345,5000,97.730820,22.269180
11,SET,-1.355182085180936,5000,110.516325,9.483675
12,SET,-0.3212030809936682,5000,113.825741,6.174259
13,SET,-0.30447418050890623,5000,115.598241,4.401759
14,SET,-0.3361818936870275,5000,116.473076,3.526924
15,SET,-0.3,5000,113.156831,6.843169
16,SET,-0.7181074300736421,5000,116.500301,3.499699
17,SET,-0.3,5000,110.954690,9.045310
18,SET,-0.6276552145415205,5000,109.111638,10.888362
19,SET,-1.0594482541493229,5000,111.387600,8.612400
20,SET,-0.9642223761355823,5000,111.162067,8.837933
21,SET,-1.7999999999999998,5000,137.032282,-17.032282
22,RESET,0.3740238169770333,5000,37.322344,82.677656
23,SET,-0.43755855379014164,5000,35.882917,84.117083
24,SET,-0.8683040244521268,5000,55.236151,64.763849
