iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,17.500072,102.499928
1,SET,-0.5,1000,56.595581,63.404419
2,SET,-0.5,1000,64.589506,55.410494
3,SET,-0.5,1000,60.985265,59.014735
4,SET,-0.5,1000,65.549096,54.450904
5,SET,-0.5,1000,59.242030,60.757970
6,SET,-0.5,1000,61.726357,58.273643
7,SET,-0.5,1000,61.536776,58.463224
8,SET,-0.5,1000,62.443408,57.556592
9,SET,-0.5,1000,62.197409,57.802591
10,SET,-0.5,1000,65.742819,54.257181
11,SET,-0.5,1000,67.606195,52.393805
12,SET,-0.5,1000,66.626016,53.373984
13,SET,-0.5,1000,66.054076,53.945924
14,SET,-0.5,1000,67.580567,52.419433
15,SET,-0.5,1000,65.819532,54.180468
16,SET,-0.5,1000,65.662863,54.337137
17,SET,-0.5,1000,66.379561,53.620439
18,SET,-0.5,1000,65.959867,54.040133
19,SET,-0.5,1000,65.698975,54.301025
20,SET,-0.5,1000,63.707106,56.292894
21,SET,-0.5,1000,62.889984,57.110016
