pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.03459809876710691,-0.14684268390496527,0.0,False
"0,1",True,-0.1790472472121203,0.033961702795344724,0.5017831803465037,True
"1,1",False,-0.15679770229377088,-0.08332758270401738,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,9.086060173693674,8.408037762012976,8.478268630705173
M2,81.32138917324443,81.81319746254343,81.24691955534483
M3,13.131960782431207,6.7084595198954124,11.341040802046015
M4,90.38065010408029,11.985159572731776,102.40908004893035
M5,3.153849316420116,3.028908984512464,3.333113307428176
M6,14.871754172264344,13.95601874511249,6.637336327945011
M7,11.41093850719049,9.224706388201065,10.784648742339307
M8,3.485087663809866,3.3788551360416785,3.4921839223303492
M9,11.546094593499737,11.584425759246216,11.012505896222587
M10,9.434728210739822,9.279977555247504,9.16105875100585
M11,433.7679664803572,441.5183476583385,453.21207695629784
M12,10.639056697581369,11.510099277164692,10.163241326610944
M13,9.106384544935159,7.867928530177484,15.791582011721184
M14,19.634727402277157,9.998521441467739,18.435861914432596
M15,10.798868388111854,10.361281165479827,10.606818188274474
M16,12.684312257375622,10.853791852336961,10.582609482896295
