pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.08900362677976385,-0.041607354533154325,0.5499248651137427,True
"0,1",True,-0.44782055991111114,-0.4893053196323583,0.0,False
"1,1",False,-0.3233123017520716,-0.4837759350293281,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,10.945169978877795,6.91604235930192,11.901496552221237
M2,83.88448441305984,83.0909412686188,81.37273774310685
M3,28.097040864069786,7.164100905207091,7.192174203167599
M4,252.71104783356802,7.181418434753438,7.148632642587779
M5,3.053702035927744,2.8711979316044522,3.0949867792170602
M6,4.434591857338788,4.511819309672719,4.425031869338941
M7,20.10314499098674,15.962871864196634,118.94364688206237
M8,5.464771233231201,5.329185199628948,5.366043510319601
M9,7.190696187215427,7.211742130033227,6.225780889747762
M10,7.423596072630743,7.027277305478896,67.1709571409148
M11,447.8598379622733,458.6081801052384,457.99530011701785
M12,6.870977989187207,7.371024081161927,7.558289673716302
M13,9.404194553193573,4.998686662286739,5.490451931869388
M14,234.5383318421255,7.47171212730471,66.82964768469256
M15,17.173289590932264,14.257076285918293,9.763986770736967
M16,50.32258968691963,29.5769953586953,22.626511624368717
