iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,11.366385,108.633615
1,PROBE,-0.3,200,22.774587,97.225413
2,SET,-0.3,1704.4827226528973,29.172206,90.827794
3,SET,-0.3,2988.030770171347,44.246270,75.753730
4,SET,-0.3,4274.797104884782,59.961876,60.038124
5,SET,-0.33670404600356774,5000,57.431184,62.568816
6,SET,-0.6700921367354826,5000,98.967177,21.032823
7,SET,-0.3,3024.2155502985415,102.178635,17.821365
8,SET,-0.3,4446.050513000464,99.834187,20.165813
9,SET,-0.5335260615600558,5000,118.900530,1.099470
