pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.1124163610485217,-0.06600878667082383,-0.01768309236705231,False
"0,1",True,-0.06940049529961453,0.007776429055554243,0.03077941148528201,True
"1,1",False,0.04699069674013898,-0.041348920095066966,-0.02253336419765703,False

memristor,initial_uS,post_init_uS,final_uS
M1,15.962677607175493,14.9283775622498,15.839995831924323
M2,82.04472045178014,82.80309278117078,83.25704410375742
M3,7.538516387242123,6.319091830358851,7.407365949911865
M4,8.525151964578585,7.199209009000757,13.368417998987132
M5,4.98094236658063,4.336345326616713,4.556977933116281
M6,4.200850281861382,4.0136532526345725,4.421079527427968
M7,7.266211485952121,7.04874870893748,7.701722176541989
M8,14.391204758689316,3.1202056084548886,3.2432495621443014
M9,9.587050049515874,7.0112163746694875,7.357810496561954
M10,7.682587937515834,7.0613874152944405,6.9648733750190095
M11,432.17450696522684,431.7357857928379,428.6761592604263
M12,11.289123472943299,12.025524559978116,11.141846088393027
M13,7.971152862582974,5.482256022950852,9.05037652369709
M14,14.771448276137038,7.110401803141485,8.877599515181055
M15,10.411119389978829,9.45286722374553,9.57056183472479
M16,12.606842466106563,13.0905143793437,12.850773235665077
