iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,24.458740,95.541260
1,PROBE,-0.3,200,28.156904,91.843096
2,SET,-0.3,4966.956256782452,33.789859,86.210141
3,SET,-0.5271473303539652,5000,52.819231,67.180769
4,SET,-0.591973736787874,5000,51.597144,68.402856
5,SET,-1.1637127890295973,5000,80.054007,39.945993
6,SET,-0.5200080563655097,5000,49.779812,70.220188
7,SET,-0.7901805391876239,5000,52.889006,67.110994
8,SET,-1.3526353197918053,5000,57.871459,62.128541
9,SET,-1.5,5000,65.922605,54.077395
10,SET,-1.5,5000,64.769095,55.230905
11,SET,-1.5,5000,77.103138,42.896862
12,SET,-1.4786113339519846,5000,76.451972,43.548028
13,SET,-1.5,5000,89.502138,30.497862
14,SET,-1.0322228858812361,5000,65.844584,54.155416
15,SET,-0.999137563897217,5000,60.339995,59.660005
16,SET,-1.5,5000,61.362599,58.637401
17,SET,-1.5,5000,59.267681,60.732319
18,SET,-1.5,5000,61.084096,58.915904
19,SET,-1.5,5000,71.964232,48.035768
20,SET,-1.5,5000,56.442936,63.557064
21,SET,-1.5,5000,64.304656,55.695344
