iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,25.015848,94.984152
1,PROBE,-0.3,200,31.505416,88.494584
2,SET,-0.3,2727.2874634552836,32.568791,87.431209
3,SET,-0.3195026464847907,5000,33.152186,86.847814
4,SET,-0.6302625525156738,5000,79.212557,40.787443
5,SET,-0.3,4666.795793384145,38.988991,81.011009
6,SET,-0.5600154952060974,5000,33.027155,86.972845
7,SET,-1.0572194504150283,5000,94.606523,25.393477
8,SET,-0.3,2943.86196433543,95.551094,24.448906
9,SET,-0.32792499886983345,5000,96.752413,23.247587
10,SET,-0.5918368915471529,5000,94.985304,25.014696
11,SET,-1.1075614782820384,5000,141.752813,-21.752813
12,RESET,0.3,4062.6717103346346,11.909804,108.090196
13,SET,-0.34760982804907226,5000,35.034928,84.965072
14,SET,-0.4379232090847694,5000,40.671676,79.328324
15,SET,-0.7455411791724033,5000,62.704350,57.295650
16,SET,-0.6371637307228718,5000,65.701499,54.298501
17,SET,-1.0869106433813696,5000,81.067009,38.932991
18,SET,-0.7696160889597944,5000,84.800748,35.199252
19,SET,-1.1168454836817037,5000,72.871263,47.128737
