pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.029330452384464592,-0.2461465208568157,0.0,False
"0,1",True,-0.10035818651645892,0.03687517858155624,0.04213391084519225,True
"1,1",False,-0.08928416930104556,-0.13404827497241503,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,9.492729852689795,9.202121469935479,9.079047075486514
M2,80.77972166697394,80.90150015199981,82.18880101918471
M3,7.2201045490579485,6.198064553463706,14.3362634554835
M4,13.065253819709415,11.062941433266039,13.97536172833569
M5,4.114787933442974,3.6875854980857614,3.2228244490793223
M6,4.9083028255144185,4.827689427542754,4.356476302835445
M7,9.996159489947566,8.839029304008827,9.123005977756819
M8,3.4346025136901472,3.3045979287964435,3.6703544404888455
M9,11.64058997901549,10.44799509029291,11.481528206671758
M10,7.357394612167004,7.427732096503256,11.639629368258921
M11,446.67813144775124,450.6337586151738,459.3588381898849
M12,9.9424850531007,10.610751653991167,10.731388646698937
M13,9.703828016512245,7.026535708550655,9.33554076448175
M14,8.045526655109192,7.728727024237001,24.29636650988505
M15,10.936211495989902,10.725218343039211,10.826129722648107
M16,25.52734439331403,12.82207816107656,11.037862863448916
