iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,36.739478,83.260522
1,PROBE,-0.3,200,36.528820,83.471180
2,SET,-1.7999999999999998,5000,117.352201,2.647799
3,SET,-0.3,307.5623312990035,123.337396,-3.337396
4,RESET,0.3,237.7986880431392,22.327885,97.672115
5,SET,-0.3,445.17469020567216,23.483099,96.516901
6,SET,-0.3,869.5344126067857,25.137275,94.862725
7,SET,-0.3,1680.4624418559151,24.810275,95.189725
8,SET,-0.3,3360.9248837118294,25.781621,94.218379
9,SET,-0.3951631072577069,5000,27.636878,92.363122
10,SET,-0.755176679765701,5000,36.303219,83.696781
11,SET,-1.1071409680406106,5000,53.499819,66.500181
12,SET,-1.0006104570798988,5000,74.594122,45.405878
13,SET,-0.6639550404948296,5000,81.337121,38.662879
14,SET,-0.8510088087049672,5000,76.057900,43.942100
15,SET,-1.3943405354955762,5000,100.030848,19.969152
16,SET,-0.3584339850433724,5000,94.164817,25.835183
17,SET,-0.686506571841914,5000,88.177818,31.822182
18,SET,-1.1051385388678443,5000,99.251378,20.748622
19,SET,-0.6315535472323179,5000,91.866645,28.133355
20,SET,-0.9790779051668832,5000,95.273636,24.726364
21,SET,-1.2335064141081855,5000,104.355521,15.644479
22,SET,-0.6218176520852199,5000,99.440666,20.559334
23,SET,-0.9898066385912233,5000,109.836440,10.163560
24,SET,-0.36675901862419846,5000,105.479790,14.520210
25,SET,-0.687607827725901,5000,94.132492,25.867508
26,SET,-0.8777376522088932,5000,107.125562,12.874438
27,SET,-0.3537861917661895,5000,103.795262,16.204738
L1,relax,0.0,0,101.393483,18.606517
L1,SET,-1.0156591826769785,5000,113.747866,6.252134
L1,LOCK,-0.6,200,117.409739,2.590261
hold,relax,0.0,0,105.001117,14.998883
