iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,49.403830,70.596170
1,PROBE,-0.3,200,50.568862,69.431138
2,SET,-0.715150933744209,5000,56.698853,63.301147
3,SET,-1.0772894352906495,5000,65.063333,54.936667
4,SET,-1.2681411425061715,5000,78.978661,41.021339
5,SET,-0.9145825832319869,5000,95.140758,24.859242
6,SET,-0.5035997886413092,5000,101.562627,18.437373
7,SET,-0.5210555582141049,5000,85.677862,34.322138
8,SET,-0.7771002513241414,5000,90.376034,29.623966
9,SET,-0.9903125617582864,5000,87.665956,32.334044
10,SET,-1.5,5000,92.738890,27.261110
11,SET,-1.498544364661733,5000,109.516348,10.483652
12,SET,-0.3,4714.93763861591,99.827634,20.172366
13,SET,-0.5657925166339091,5000,92.606450,27.393550
14,SET,-0.9173395352026669,5000,75.085697,44.914303
15,SET,-1.017721085872406,5000,79.391535,40.608465
16,SET,-1.3886790548263725,5000,89.185365,30.814635
17,SET,-0.9958095395791032,5000,90.692560,29.307440
18,SET,-1.5,5000,115.996307,4.003693
19,SET,-0.3,1304.1775695720228,108.404681,11.595319
20,SET,-0.3,2608.355139144046,108.598747,11.401253
21,SET,-0.30269791595284123,5000,109.622144,10.377856
22,SET,-0.5052906964062782,5000,111.581950,8.418050
23,SET,-0.6219221181244434,5000,111.668357,8.331643
24,SET,-1.2054264005086943,5000,133.027562,-13.027562
25,RESET,0.3335733500865344,5000,11.236920,108.763080
26,SET,-0.4887971611380721,5000,23.921955,96.078045
