iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,25.335371,94.664629
1,PROBE,-0.3,200,26.079083,93.920917
2,SET,-1.5154389541787092,5000,143.921930,-23.921930
3,RESET,0.3,1753.3487567860436,12.698904,107.301096
4,SET,-0.3,2425.2963100059224,13.821694,106.178306
5,SET,-0.3,4750.131399054172,16.169816,103.830184
6,SET,-0.5453495814433854,5000,32.116650,87.883350
7,SET,-0.7216919586483511,5000,74.066800,45.933200
8,SET,-0.3511606793903848,5000,68.572378,51.427622
9,SET,-0.6897542603710511,5000,77.772479,42.227521
10,SET,-0.8026036211293538,5000,117.004985,2.995015
11,SET,-0.3,544.3853793918795,116.004071,3.995929
12,SET,-0.3,1088.770758783759,112.176013,7.823987
13,SET,-0.3,2177.541517567518,117.284042,2.715958
14,SET,-0.3,914.6464467922,109.505897,10.494103
15,SET,-0.3,1829.2928935844,111.165623,8.834377
16,SET,-0.3,2659.353405203231,112.915900,7.084100
17,SET,-0.3,3559.7051096732107,110.413425,9.586575
18,SET,-0.4271646131607853,5000,110.315297,9.684703
19,SET,-0.850675684662851,5000,186.638164,-66.638164
20,RESET,0.5014266311017925,5000,11.162290,108.837710
21,SET,-0.30324651779777767,5000,10.472322,109.527678
22,SET,-0.6064516929605539,5000,58.826781,61.173219
23,SET,-0.35796246775316215,5000,56.959476,63.040524
24,SET,-0.7118510365469076,5000,69.437748,50.562252
25,SET,-0.7769673948847853,5000,132.823990,-12.823990
26,RESET,0.3,1546.7517343316038,15.121036,104.878964
27,SET,-0.3,2485.643425280533,14.013503,105.986497
28,SET,-0.3,4971.286850561067,13.148940,106.851060
29,SET,-0.596554422067328,5000,17.622072,102.377928
30,SET,-1.0553113560272895,5000,31.515607,88.484393
31,SET,-1.2347477041561277,5000,148.541641,-28.541641
32,RESET,0.3,2060.4021920287987,13.264512,106.735488
33,SET,-0.3,2684.894202218957,13.004216,106.995784
34,SET,-0.3221873042662749,5000,12.831251,107.168749
35,SET,-0.6442977024463585,5000,16.188013,103.811987
36,SET,-1.1695582202688128,5000,19.572603,100.427397
37,SET,-1.7999999999999998,5000,259.601732,-139.601732
38,RESET,0.32842870915620914,5000,11.455522,108.544478
