pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.16150982701863617,-0.06102561416557392,-0.05997133291086084,False
"0,1",True,-0.15960555345149938,0.014721639599255681,0.018938100729144237,True
"1,1",False,0.03833583063413779,-0.02990868298984907,-0.05409623144452813,False

memristor,initial_uS,post_init_uS,final_uS
M1,12.431590410797188,11.748915408080475,24.070086412713614
M2,83.2132787477939,82.49780390815543,82.6221502187803
M3,13.767163424284416,7.644986566411498,8.330345448925161
M4,24.209407418697104,10.109302497671374,11.72043384478397
M5,3.9733990776249697,3.5893789292770975,3.690044916782222
M6,4.314970666744981,4.572759027821857,4.365374432977091
M7,26.94785086263417,8.277707769800909,8.80475312687706
M8,3.0795734688811103,3.0747171599654037,2.99463605704467
M9,10.813165166011556,9.567817617743387,9.984498065196318
M10,7.260592663075665,7.111452801999179,7.475543933599311
M11,436.6694679603322,433.48794563846013,427.6419044347265
M12,10.688569743792913,10.422971910861163,10.416384592356408
M13,13.942017263037972,6.4626285633910205,14.865372015811724
M14,135.76683239200503,8.255771314613895,8.30404559450041
M15,10.292443955599463,10.015899181060497,12.829474520202409
M16,17.416398560703577,19.066996170926693,15.79510132721435
