pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.26854102819418946,-0.10029960856396368,0.7288971992704413,True
"0,1",True,-0.28902152046147467,-0.0854048299905841,0.0,False
"1,1",False,-0.0222786542361437,-0.1375403731092746,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,14.106676929596489,12.67888489303719,26.4290985934732
M2,71.08078713586163,71.41486196969605,73.8332471881309
M3,4.7689320288976065,3.8854641337852813,4.5732539500400025
M4,6.738801680951269,6.381862935292567,7.432479689814549
M5,2.948194092929336,2.4953542668629685,2.950231571378812
M6,2.9388709789755043,2.4877000136750214,2.359013104888057
M7,106.65301935613692,7.856597614386855,192.98897200410477
M8,0.2916747609198136,0.27975824581974845,0.5013596651660714
M9,4.182360480983549,4.144562420738868,4.126155162502413
M10,16.872040841428674,4.1282901694142256,31.05695470554356
M11,325.60042017653825,329.4599457549861,336.0451001232629
M12,7.575736738150284,6.935618805947483,8.005784636628091
M13,7.994394511585839,4.210667191144564,8.91013158411115
M14,9.130242238561609,6.24565203433453,7.6121105550028725
M15,4.350507457540846,3.947291236732953,4.0973998223789945
M16,8.294955433443185,12.228519319536293,12.298503173903631
