pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.12343352967046284,-0.6647245131937817,0.05391241939004601,True
"0,1",True,-0.25853572576815637,0.09807744806779031,0.45287450506577825,True
"1,1",False,-0.10408885643439277,-0.47936078573929225,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,24.875911396118887,14.44891848669186,15.606382102646753
M2,77.61769324331549,78.20114865647793,78.87513973132245
M3,21.7986085849241,13.654655997097672,13.970550260733715
M4,7.401154282049816,6.18987203414866,81.4253260353741
M5,81.604261156577,3.944173446098785,4.382145136068935
M6,3.487514372368131,3.320819185274665,3.459400767542457
M7,15.649861217900389,8.097792080687773,8.834409904067407
M8,4.0476053516786274,3.6773427271875567,3.9612991334881307
M9,5.005652860454766,4.912718248572176,6.463213325024446
M10,6.93986966449985,6.33718543207452,6.863355020042388
M11,393.1748721776769,389.9178026442164,385.2327047011331
M12,9.874741375423424,9.905609576948047,10.36419832969123
M13,5.205874516404029,5.51246466062066,25.791269165469735
M14,26.33855563789347,6.000961170371909,133.5938931272296
M15,5.509967021432909,5.413594142910773,5.453375977241536
M16,11.035018732514766,15.928985590693532,15.189935038278126
