iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,105.265911,14.734089
1,SET,-0.5,1000,105.778431,14.221569
2,SET,-0.5,1000,105.272178,14.727822
3,SET,-0.5,1000,105.999616,14.000384
4,SET,-0.5,1000,106.726152,13.273848
5,SET,-0.5,1000,105.725578,14.274422
6,SET,-0.5,1000,106.586006,13.413994
7,SET,-0.5,1000,106.125557,13.874443
8,SET,-0.5,1000,105.239606,14.760394
9,SET,-0.5,1000,105.639012,14.360988
10,SET,-0.5,1000,105.040790,14.959210
11,SET,-0.5,1000,105.423209,14.576791
12,SET,-0.5,1000,104.740075,15.259925
13,SET,-0.8,1000,108.619563,11.380437
14,SET,-0.5,1000,110.147895,9.852105
15,SET,-0.5,1000,112.930332,7.069668
16,SET,-0.5,1000,113.253180,6.746820
17,SET,-0.5,1000,111.842281,8.157719
18,SET,-0.5,1000,112.295088,7.704912
19,SET,-0.5,1000,111.892971,8.107029
20,SET,-0.5,1000,113.703292,6.296708
21,SET,-0.5,1000,111.366052,8.633948
22,SET,-0.5,1000,111.479284,8.520716
23,SET,-0.5,1000,111.155882,8.844118
24,SET,-0.5,1000,112.464655,7.535345
25,SET,-0.5,1000,112.718698,7.281302
26,SET,-0.5,1000,111.336710,8.663290
27,SET,-0.5,1000,112.155766,7.844234
28,SET,-0.5,1000,112.817318,7.182682
29,SET,-0.5,1000,112.564226,7.435774
30,SET,-0.5,1000,112.158740,7.841260
