iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,10.246197,109.753803
1,PROBE,-0.3,200,9.898897,110.101103
2,SET,-1.7999999999999998,5000,11.371531,108.628469
3,SET,-1.7999999999999998,5000,46.852903,73.147097
4,SET,-1.082085879633897,5000,43.676287,76.323713
5,SET,-1.7999999999999998,5000,78.020113,41.979887
6,SET,-0.546709572659213,5000,70.969499,49.030501
7,SET,-0.977789129891073,5000,50.961297,69.038703
8,SET,-1.1817825209722908,5000,65.900095,54.099905
9,SET,-0.99985851532747,5000,65.399766,54.600234
10,SET,-1.7999999999999998,5000,140.794100,-20.794100
11,RESET,0.3,2482.562454161574,10.018746,109.981254
12,SET,-0.3,3602.7751464116013,10.244937,109.755063
13,SET,-0.4305583645328247,5000,10.118285,109.881715
14,SET,-0.8606849960056572,5000,12.752148,107.247852
15,SET,-1.572004130133297,5000,132.081668,-12.081668
16,RESET,0.3,864.2317752089147,10.122184,109.877816
17,SET,-0.3,1416.8768208249016,10.168774,109.831226
18,SET,-0.3,2831.3515283976644,10.018032,109.981968
19,SET,-0.33976218340771974,5000,10.057257,109.942743
20,SET,-0.6790077396144505,5000,10.131496,109.868504
21,SET,-1.3550275463131818,5000,12.464758,107.535242
22,SET,-1.7999999999999998,5000,87.790984,32.209016
23,SET,-0.3,3633.0667394358225,88.532076,31.467924
24,SET,-0.4163570027037213,5000,81.197205,38.802795
25,SET,-0.7758327908142717,5000,73.211697,46.788303
26,SET,-1.2211048166633467,5000,80.581367,39.418633
27,SET,-1.2537346806521996,5000,85.167080,34.832920
28,SET,-1.4909222144893122,5000,90.823586,29.176414
29,SET,-1.3821670418270424,5000,109.457066,10.542934
30,SET,-0.3,4222.877462194633,106.458947,13.541053
31,SET,-0.5067452954633561,5000,105.426824,14.573176
32,SET,-0.966326049001676,5000,99.981017,20.018983
33,SET,-1.2047398339130164,5000,99.102392,20.897608
34,SET,-1.7999999999999998,5000,151.210401,-31.210401
35,RESET,0.34023059072128525,5000,10.997138,109.002862
36,SET,-0.3899151875829684,5000,11.330495,108.669505
37,SET,-0.7743674659011177,5000,28.832639,91.167361
38,SET,-0.9177595898760209,5000,46.788865,73.211135
39,SET,-0.9197901474697452,5000,52.293097,67.706903
40,SET,-1.3825789045530452,5000,78.061465,41.938535
41,SET,-0.6219288730863944,5000,74.390454,45.609546
42,SET,-1.144965768085279,5000,83.742207,36.257793
43,SET,-1.0212403566859345,5000,82.421675,37.578325
44,SET,-1.7999999999999998,5000,116.354060,3.645940
45,SET,-0.3,913.352694992002,110.172333,9.827667
46,SET,-0.3,1826.705389984004,107.864598,12.135402
47,SET,-0.3,3653.410779968008,106.380883,13.619117
48,SET,-0.438409293596161,5000,103.582341,16.417659
49,SET,-0.812889809392484,5000,97.620402,22.379598
50,SET,-1.1170309900716617,5000,107.977301,12.022699
