iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,115.818146,4.181854
1,PROBE,-0.3,200,116.163618,3.836382
2,SET,-0.3,2220.951569850617,115.562826,4.437174
3,SET,-0.3,4441.903139701235,115.113911,4.886089
4,SET,-0.533028376764148,5000,113.231448,6.768552
5,SET,-0.8766682560573156,5000,147.524818,-27.524818
6,RESET,0.4511081952421787,5000,15.715905,104.284095
7,SET,-0.4168203940085167,5000,56.795037,63.204963
8,SET,-0.32653941478470677,5000,54.200873,65.799127
9,SET,-0.6508089594785417,5000,57.926001,62.073999
10,SET,-1.09361559202821,5000,72.139279,47.860721
11,SET,-0.9191793493277436,5000,108.298354,11.701646
12,SET,-0.3,2259.8877771214784,112.402982,7.597018
13,SET,-0.3,2172.3536727415863,109.770617,10.229383
14,SET,-0.3,4344.7073454831725,107.695639,12.304361
15,SET,-0.5213648814579807,5000,112.256370,7.743630
16,SET,-0.3991282226342171,5000,108.880495,11.119505
17,SET,-0.7254782432010735,5000,127.081983,-7.081983
18,RESET,0.3,3106.183261401831,17.610868,102.389132
19,SET,-0.3274450000403021,5000,18.849387,101.150613
20,SET,-0.6385378298983535,5000,18.032390,101.967610
21,SET,-1.2656323385655985,5000,31.633082,88.366918
22,SET,-1.403739337025026,5000,56.046781,63.953219
23,SET,-0.8862077262498103,5000,57.740956,62.259044
24,SET,-1.6002367853434019,5000,84.284173,35.715827
25,SET,-0.5607604811588216,5000,88.276163,31.723837
26,SET,-0.8240128748280495,5000,107.864923,12.135077
L1,relax,0.0,0,109.414877,10.585123
L1,SET,-0.40792394445173685,5000,110.859647,9.140353
L1,LOCK,-0.6,200,106.939237,13.060763
