iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,17.764015,102.235985
1,SET,-0.3,1000,17.896272,102.103728
2,SET,-0.3,1000,17.996536,102.003464
3,SET,-0.3,1000,17.775178,102.224822
4,SET,-0.3,1000,18.262534,101.737466
5,SET,-0.3,1000,17.840118,102.159882
6,SET,-0.3,1000,17.952748,102.047252
7,SET,-0.3,1000,18.128165,101.871835
8,SET,-0.3,1000,17.828084,102.171916
9,SET,-0.3,1000,17.889010,102.110990
10,SET,-0.3,1000,18.270135,101.729865
11,SET,-0.3,1000,17.691964,102.308036
12,SET,-0.3,1000,18.019415,101.980585
13,SET,-0.3,1000,17.662400,102.337600
14,SET,-0.3,1000,17.357602,102.642398
15,SET,-0.3,1000,17.496357,102.503643
16,SET,-0.3,1000,17.879784,102.120216
17,SET,-0.3,1000,17.567620,102.432380
18,SET,-0.3,1000,17.300637,102.699363
19,SET,-0.3,1000,17.554379,102.445621
20,SET,-0.3,1000,17.011287,102.988713
