iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,34.320626,85.679374
1,PROBE,-0.3,200,94.810870,25.189130
2,SET,-0.3,83.28328050648369,96.625885,23.374115
3,SET,-0.3,144.17586822820206,90.933584,29.066416
4,SET,-0.3,288.3517364564041,88.248046,31.751954
5,SET,-0.3,576.7034729128083,87.213807,32.786193
6,SET,-0.3,1153.4069458256165,88.446011,31.553989
7,SET,-0.3,2139.7005026494207,89.249723,30.750277
8,SET,-0.3,4066.8143965050035,88.502970,31.497030
9,SET,-0.4880177275806004,5000,138.890168,-18.890168
10,RESET,0.3,2708.2901648596794,10.166987,109.833013
11,SET,-0.3,4030.254342246202,86.809701,33.190299
12,SET,-0.3,1434.6676361914808,96.012647,23.987353
13,SET,-0.3,1623.5548768206754,84.003590,35.996410
14,SET,-0.3,3247.109753641351,57.622187,62.377813
15,SET,-0.38965317043696207,5000,107.814703,12.185297
16,SET,-0.3,1240.6359011566703,115.716338,4.283662
17,SET,-0.3,529.1464079217728,114.002138,5.997862
18,SET,-0.3,1058.2928158435457,117.067136,2.932864
19,SET,-0.3,684.9557691693034,104.875935,15.124065
20,SET,-0.3,1369.911538338607,115.554329,4.445671
21,SET,-0.3,472.06170477627563,104.142233,15.857767
22,SET,-0.3,944.1234095525514,106.140680,13.859320
23,SET,-0.3,1465.5859973285778,104.639713,15.360287
24,SET,-0.3,2931.171994657155,105.545234,14.454766
25,SET,-0.31257766443651813,5000,104.875697,15.124303
26,SET,-0.6239971902459857,5000,168.310088,-48.310088
27,RESET,0.4099534181717855,5000,9.922946,110.077054
28,SET,-0.34090136832680645,5000,49.591537,70.408463
29,SET,-0.30940027363750006,5000,54.102898,65.897102
30,SET,-0.5432523311823199,5000,146.615194,-26.615194
31,RESET,0.3,2064.751884449148,9.711928,110.288072
32,SET,-0.3,2785.2207687034893,35.056199,84.943801
33,SET,-0.3,3488.6551941035113,35.305351,84.694649
34,SET,-0.4161899492795032,5000,46.581792,73.418208
35,SET,-0.6090570298662866,5000,93.823900,26.176100
36,SET,-0.3,3138.420751237515,97.708910,22.291090
37,SET,-0.3,4654.440153881376,92.417746,27.582254
38,SET,-0.5585328184657651,5000,105.326675,14.673325
39,SET,-0.3175591672488037,5000,109.200089,10.799911
40,SET,-0.36536815066572015,5000,122.464849,-2.464849
41,RESET,0.3,1113.680666143044,13.466155,106.533845
42,SET,-0.3,2128.851838898505,61.369986,58.630014
43,SET,-0.3,1616.375180260737,62.100994,57.899006
44,SET,-0.3,3153.1302256613644,60.408263,59.591737
45,SET,-0.3783756270793637,5000,66.829324,53.170676
46,SET,-0.5944273725478244,5000,74.767603,45.232397
47,SET,-0.7804778487494936,5000,114.275827,5.724173
48,SET,-0.3,1006.100384132704,116.861278,3.138722
49,SET,-0.3,760.0510547047459,120.982359,-0.982359
L1,relax,0.0,0,93.568607,26.431393
