iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,24.529080,95.470920
1,PROBE,-0.3,200,26.253444,93.746556
2,SET,-0.6523906396026774,5000,44.984896,75.015104
3,SET,-0.7278245139542702,5000,53.891208,66.108792
4,SET,-0.9959497332480585,5000,84.076432,35.923568
5,SET,-0.43023512595513325,5000,75.236391,44.763609
6,SET,-0.7925264546247183,5000,76.580348,43.419652
7,SET,-1.4244820294142349,5000,113.631271,6.368729
8,SET,-0.3,1378.655156723289,111.896455,8.103545
9,SET,-0.3,2757.310313446578,112.024913,7.975087
10,SET,-0.3205507636563756,5000,112.018715,7.981285
11,SET,-0.6410674215404615,5000,111.676656,8.323344
12,SET,-1.2249047806011129,5000,104.373110,15.626890
13,SET,-1.0036458500857135,5000,104.931594,15.068406
14,SET,-1.5,5000,107.718193,12.281807
15,SET,-1.3643017718945494,5000,57.380289,62.619711
