memristor,branch,dio_bit,V_node_V,G_uS
1,A,0,-0.035308,91.610524
2,A,1,-0.034847,93.482371
3,A,2,-0.072965,18.526381
4,A,3,-0.045805,59.158954
5,A,4,-0.040148,74.538394
6,A,5,-0.069788,21.645733
7,A,6,-0.078312,13.847390
8,A,7,-0.051834,46.460867
9,B,8,-0.064451,27.578751
10,B,9,-0.038414,80.162531
11,B,10,-0.009480,477.428405
12,B,11,-0.046121,58.410281
13,B,12,-0.057308,37.247138
14,B,13,-0.073162,18.341240
15,B,14,-0.055222,40.544117
16,B,15,-0.035026,92.753000
