pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.06536813808431068,-0.20634791351081816,0.0,False
"0,1",True,-0.09286992961208776,0.05230139741806,0.07996850598667718,True
"1,1",False,-0.1173471877673647,-0.09453632025316419,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,6.562859840761538,6.748329205358266,6.742411062278891
M2,80.01419197427528,80.36425338219222,80.23034609125776
M3,18.017949237675445,13.645029538119509,15.874043252640345
M4,15.187235418176975,12.343267377985976,16.75847078346594
M5,3.2874568495666687,3.3045838337791733,3.26300077071138
M6,9.862706904003824,9.797129777796192,6.731999405233501
M7,13.61552520597723,10.772920838989284,13.335905869236184
M8,3.4590817867866392,3.4531281779856204,3.335857864144363
M9,11.39965550728244,8.859036929044441,11.294673215944862
M10,13.436194648689778,12.340310931437358,12.022740204279433
M11,461.7565594089222,453.9512862243933,455.24128336365027
M12,11.104480174514354,10.346816919577456,10.146719682360176
M13,8.435575509555946,5.957494945831942,9.158317433738272
M14,19.40290795240067,12.404609557598572,24.781801151149814
M15,10.814888565027308,11.525820934546559,11.461062976639768
M16,11.183423590507426,11.682264085738433,11.374688030254827
