iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,42.366968,77.633032
1,PROBE,-0.3,200,39.918474,80.081526
2,SET,-0.39247737255245657,5000,40.652985,79.347015
3,SET,-0.7685331853443408,5000,46.428568,73.571432
4,SET,-1.2011986828457104,5000,45.315658,74.684342
5,SET,-1.7999999999999998,5000,49.659667,70.340333
6,SET,-1.7999999999999998,5000,47.181236,72.818764
7,SET,-1.7999999999999998,5000,92.391492,27.608508
8,SET,-0.3314917074499063,5000,87.061968,32.938032
9,SET,-0.651910707482312,5000,99.756444,20.243556
10,SET,-0.4360942010843069,5000,98.236791,21.763209
11,SET,-0.8454086520243838,5000,101.331248,18.668752
12,SET,-1.035493624150061,5000,94.125773,25.874227
13,SET,-1.2307260751858962,5000,99.034974,20.965026
14,SET,-1.121497674341126,5000,109.015799,10.984201
15,SET,-0.42276855846427386,5000,110.838137,9.161863
16,SET,-0.5716151229953712,5000,116.563639,3.436361
17,SET,-0.3,3262.189421127033,115.556027,4.443973
18,SET,-0.39146273053524394,5000,111.955194,8.044806
19,SET,-0.6889150397812437,5000,97.602791,22.397209
20,SET,-0.7526090109114996,5000,101.818263,18.181737
21,SET,-0.83000794547726,5000,110.447489,9.552511
22,SET,-0.37705111875747616,5000,107.858495,12.141505
23,SET,-0.7149469896398805,5000,108.802545,11.197455
24,SET,-1.1125572849510585,5000,130.926303,-10.926303
25,RESET,0.3,4345.639809574656,16.510907,103.489093
26,SET,-0.4305602908131585,5000,38.240115,81.759885
27,SET,-0.5227784306094196,5000,42.204685,77.795315
28,SET,-0.9173427367901766,5000,37.943334,82.056666
29,SET,-1.6575501262191827,5000,35.820702,84.179298
30,SET,-1.7999999999999998,5000,41.200501,78.799499
31,SET,-1.7999999999999998,5000,44.364812,75.635188
32,SET,-1.7999999999999998,5000,41.433820,78.566180
33,SET,-1.7999999999999998,5000,43.650297,76.349703
34,SET,-1.7999999999999998,5000,40.695157,79.304843
35,SET,-1.7999999999999998,5000,47.629769,72.370231
36,SET,-1.7999999999999998,5000,49.023939,70.976061
37,SET,-1.7999999999999998,5000,103.837044,16.162956
38,SET,-0.3,2786.662035995789,109.626543,10.373457
39,SET,-0.3,2633.6297075380353,101.262935,18.737065
40,SET,-0.31603556490456425,5000,91.788095,28.211905
41,SET,-0.6209245584710602,5000,115.680882,4.319118
