iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,110.195034,9.804966
1,SET,-0.5,1000,109.831168,10.168832
2,SET,-0.5,1000,109.536748,10.463252
3,SET,-0.5,1000,109.483384,10.516616
4,SET,-0.5,1000,109.477934,10.522066
5,SET,-0.5,1000,110.356564,9.643436
6,SET,-0.5,1000,110.095088,9.904912
7,SET,-0.5,1000,109.459869,10.540131
8,SET,-0.5,1000,109.130981,10.869019
9,SET,-0.5,1000,109.415482,10.584518
10,SET,-0.5,1000,109.424004,10.575996
11,SET,-0.5,1000,110.238481,9.761519
12,SET,-0.5,1000,110.443964,9.556036
13,SET,-0.5,1000,111.162118,8.837882
14,SET,-0.5,1000,110.823509,9.176491
15,SET,-0.5,1000,110.604155,9.395845
16,SET,-0.5,1000,111.094478,8.905522
17,SET,-0.5,1000,110.844399,9.155601
18,SET,-0.5,1000,110.545471,9.454529
19,SET,-0.5,1000,110.681117,9.318883
20,SET,-0.5,1000,110.263093,9.736907
21,SET,-0.5,1000,110.951040,9.048960
22,SET,-0.5,1000,110.071036,9.928964
23,SET,-0.5,1000,109.905057,10.094943
