iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,51.170676,68.829324
1,PROBE,-0.3,200,50.431558,69.568442
2,SET,-1.1294833689435273,5000,51.521215,68.478785
3,SET,-1.5,5000,54.971800,65.028200
4,SET,-1.5,5000,53.621949,66.378051
5,SET,-1.5,5000,51.944772,68.055228
6,SET,-1.5,5000,53.752976,66.247024
7,SET,-1.5,5000,53.426602,66.573398
8,SET,-1.5,5000,55.240524,64.759476
9,SET,-1.5,5000,54.966662,65.033338
10,SET,-1.5,5000,53.678803,66.321197
11,SET,-1.5,5000,52.993068,67.006932
12,SET,-1.5,5000,53.005741,66.994259
13,SET,-1.5,5000,62.955162,57.044838
14,SET,-1.5,5000,69.262395,50.737605
15,SET,-1.5,5000,80.477993,39.522007
16,SET,-1.3973566947176732,5000,87.706958,32.293042
17,SET,-1.2330305506308838,5000,89.854268,30.145732
18,SET,-1.5,5000,99.731172,20.268828
19,SET,-0.8173433732354847,5000,98.345920,21.654080
20,SET,-1.4722689412147907,5000,89.862962,30.137038
21,SET,-1.4022284148089432,5000,82.692570,37.307430
22,SET,-1.5,5000,94.156115,25.843885
23,SET,-0.8486121006139882,5000,85.603060,34.396940
24,SET,-1.1667003147578312,5000,86.406930,33.593070
25,SET,-1.5,5000,92.743620,27.256380
26,SET,-1.4652704516968924,5000,90.724303,29.275697
