iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,44.819268,75.180732
1,PROBE,-0.3,200,42.772769,77.227231
2,SET,-0.4528352048963426,5000,45.733201,74.266799
3,SET,-0.8233127576981426,5000,48.075150,71.924850
4,SET,-1.4676842487775426,5000,58.115625,61.884375
5,SET,-1.5007016577069046,5000,78.938832,41.061168
6,SET,-0.742196853670437,5000,66.400554,53.599446
7,SET,-1.1037995040244222,5000,74.331558,45.668442
8,SET,-1.2178945924516535,5000,86.536349,33.463651
9,SET,-0.8560613724026238,5000,85.707419,34.292581
10,SET,-1.6387019596926515,5000,78.258553,41.741447
11,SET,-1.7999999999999998,5000,72.213178,47.786822
12,SET,-1.7999999999999998,5000,68.049443,51.950557
13,SET,-1.7999999999999998,5000,64.742991,55.257009
14,SET,-1.7999999999999998,5000,62.279323,57.720677
15,SET,-1.7999999999999998,5000,50.777972,69.222028
16,SET,-1.7999999999999998,5000,43.370518,76.629482
17,SET,-1.7999999999999998,5000,49.594202,70.405798
18,SET,-1.7999999999999998,5000,44.317376,75.682624
19,SET,-1.7999999999999998,5000,40.558522,79.441478
20,SET,-1.7999999999999998,5000,36.234462,83.765538
21,SET,-1.7999999999999998,5000,34.339928,85.660072
22,SET,-1.7999999999999998,5000,43.016445,76.983555
23,SET,-1.7999999999999998,5000,46.421317,73.578683
24,SET,-1.7999999999999998,5000,42.682429,77.317571
25,SET,-1.7999999999999998,5000,43.072703,76.927297
26,SET,-1.7999999999999998,5000,36.494946,83.505054
27,SET,-1.7999999999999998,5000,39.537144,80.462856
28,SET,-1.7999999999999998,5000,43.133746,76.866254
29,SET,-1.7999999999999998,5000,40.097360,79.902640
30,SET,-1.7999999999999998,5000,36.973792,83.026208
31,SET,-1.7999999999999998,5000,35.379422,84.620578
32,SET,-1.7999999999999998,5000,35.857839,84.142161
33,SET,-1.7999999999999998,5000,37.001720,82.998280
