iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,38.219821,81.780179
1,PROBE,-0.3,200,37.961526,82.038474
2,SET,-1.7999999999999998,5000,99.018019,20.981981
3,SET,-0.3,3107.8027445447124,95.470200,24.529800
4,SET,-0.3729363293453654,5000,97.718126,22.281874
5,SET,-0.6082305976555438,5000,96.565245,23.434755
6,SET,-1.157933435622725,5000,113.582033,6.417967
7,SET,-0.3,2779.746619735987,106.235104,13.764896
8,SET,-0.3335695943683185,5000,107.275476,12.724524
9,SET,-0.5689055252044678,5000,109.025437,10.974563
10,SET,-0.7783413203286083,5000,107.481213,12.518787
11,SET,-1.3008322900445928,5000,119.092798,0.907202
