pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.01982283460946789,-0.6531108693060174,0.19824249156618848,True
"0,1",True,-0.15138553622239953,0.09235484811365158,0.14193083253021993,True
"1,1",False,-0.08586588403615815,-0.49559641501132884,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,13.387237713758257,12.644049043183994,12.242372835871825
M2,82.39159932085786,84.06599249903441,82.96466231314037
M3,12.612256328628103,6.251397759634802,13.761455500841224
M4,13.965445212073316,10.778491028742199,38.19590127270778
M5,4.495211616245111,4.313434096232605,4.012958581682147
M6,4.318995430153661,4.488148678302459,4.360697787241099
M7,9.598676156061185,7.982447029413019,29.2331354511784
M8,3.01374313262186,2.989697773991796,3.0071216890125227
M9,10.57755176091462,8.81915111210567,10.812037675895615
M10,7.168815104564779,6.869599130439456,7.227502255018852
M11,422.9307971632377,427.2271947922793,432.93118766693436
M12,10.295660856128299,10.214846884531982,10.89223026599333
M13,13.462448635587183,6.401682287840708,14.281730176795564
M14,38.07044234587192,7.957902881818935,143.58842812415872
M15,9.496951453268744,9.724173973257775,10.307017367043114
M16,15.932002422922116,17.12477306431833,17.436175362848797
