pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.10242312976120466,-0.5016616764863111,-0.07413428357675757,False
"0,1",True,-0.05847657484473502,0.009816980132408039,0.01763415801955548,True
"1,1",False,0.04614278942313256,-0.39739661186668856,-0.049148341428615835,False

memristor,initial_uS,post_init_uS,final_uS
M1,16.050198187390638,14.636616617035187,15.419588001484463
M2,83.45160583630775,83.41230370686218,83.98824487161633
M3,7.358730235185738,6.209574143037259,7.170277584280578
M4,13.518678926515374,10.237179425522962,11.823187336122515
M5,4.540099241380328,4.432049057702216,4.636626364684552
M6,4.389598842533242,4.027897945988302,4.2658142784885325
M7,7.933023896973923,9.355361379294832,8.04589065582829
M8,3.273754737208852,3.4152616873215007,3.909219405704294
M9,7.234549238464204,6.637409287381332,7.780202530338958
M10,6.9486626789906145,6.81580373081268,6.875371543202434
M11,428.2925380889309,430.5170972323741,429.62365463318486
M12,10.986847314935234,10.586275949627767,10.738319164042075
M13,9.183614859402178,5.460465465993673,8.181990841586623
M14,8.756745089211313,7.291866312011377,63.37600504586459
M15,9.423715323518035,9.378498502675727,10.43596073634944
M16,12.570479142420337,15.239196285067996,14.500746556598482
