iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,13.133214,106.866786
1,PROBE,-0.3,200,15.438685,104.561315
2,SET,-0.5442425989718301,5000,16.165993,103.834007
3,SET,-1.0674440274004837,5000,17.006378,102.993622
4,SET,-1.5,5000,17.199384,102.800616
5,SET,-1.5,5000,18.352256,101.647744
6,SET,-1.5,5000,21.483685,98.516315
7,SET,-1.5,5000,21.728106,98.271894
8,SET,-1.5,5000,22.503665,97.496335
9,SET,-1.5,5000,24.149650,95.850350
10,SET,-1.5,5000,26.200765,93.799235
11,SET,-1.5,5000,26.568889,93.431111
12,SET,-1.5,5000,27.768158,92.231842
13,SET,-1.5,5000,27.878539,92.121461
14,SET,-1.5,5000,28.790671,91.209329
15,SET,-1.5,5000,28.507757,91.492243
16,SET,-1.5,5000,28.799184,91.200816
17,SET,-1.5,5000,30.194651,89.805349
18,SET,-1.5,5000,32.261947,87.738053
19,SET,-1.5,5000,33.215482,86.784518
20,SET,-1.5,5000,31.672029,88.327971
21,SET,-1.5,5000,36.479985,83.520015
22,SET,-1.5,5000,40.451007,79.548993
23,SET,-1.5,5000,42.835915,77.164085
24,SET,-1.5,5000,50.290636,69.709364
25,SET,-1.5,5000,57.947199,62.052801
26,SET,-1.5,5000,70.914306,49.085694
27,SET,-1.5,5000,76.018089,43.981911
28,SET,-1.5,5000,74.237983,45.762017
29,SET,-1.5,5000,77.520397,42.479603
30,SET,-1.5,5000,76.408995,43.591005
31,SET,-1.5,5000,79.846324,40.153676
32,SET,-1.5,5000,77.090990,42.909010
33,SET,-1.5,5000,78.597580,41.402420
34,SET,-1.5,5000,79.395986,40.604014
35,SET,-1.5,5000,80.670863,39.329137
36,SET,-1.5,5000,80.043369,39.956631
37,SET,-1.5,5000,79.918927,40.081073
38,SET,-1.5,5000,78.774856,41.225144
39,SET,-1.5,5000,78.730746,41.269254
40,SET,-1.5,5000,77.195783,42.804217
41,SET,-1.5,5000,76.376535,43.623465
42,SET,-1.5,5000,77.443068,42.556932
43,SET,-1.5,5000,76.134599,43.865401
