iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,9.417148,110.582852
1,PROBE,-0.3,200,8.715178,111.284822
2,SET,-1.7999999999999998,5000,20.082222,99.917778
3,SET,-1.7999999999999998,5000,128.971869,-8.971869
4,RESET,0.3,727.3635522615349,9.871042,110.128958
5,SET,-0.3,1250.9112727549812,12.261141,107.738859
6,SET,-0.3,2395.5364929308575,28.760787,91.239213
7,SET,-0.3,3518.5044213428578,31.923753,88.076247
8,SET,-0.3939273391475033,5000,37.876488,82.123512
9,SET,-0.6747267785893661,5000,65.318700,54.681300
10,SET,-0.5129872136717146,5000,59.368737,60.631263
11,SET,-0.9591498253410049,5000,110.258253,9.741747
12,SET,-0.3,1394.5952864012474,122.882380,-2.882380
13,RESET,0.3,359.45422239105625,9.966647,110.033353
14,SET,-0.3,683.1191296792897,13.657729,106.342271
15,SET,-0.3,1277.5519849318264,33.774897,86.225103
16,SET,-0.3,1742.1720787042727,33.518253,86.481747
17,SET,-0.3,3484.344157408546,34.472205,85.527795
18,SET,-0.40899762224483915,5000,36.203401,83.796599
19,SET,-0.7799157682345375,5000,97.331105,22.668895
20,SET,-0.3,2428.0996574041383,96.826186,23.173814
21,SET,-0.3,4856.1993148082765,98.943375,21.056625
22,SET,-0.48517728668266746,5000,97.733185,22.266815
23,SET,-0.9388581058479466,5000,120.710674,-0.710674
