pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.03373466009219724,-0.05457088386757033,0.0,False
"0,1",True,-0.09846672285233701,0.0573701025679595,0.4997424639934112,True
"1,1",False,-0.0935551894653561,-0.0015459493418129057,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,9.245471530117378,8.856010543110912,9.02810926233092
M2,81.83686071734674,81.70120330227137,81.68563134901827
M3,13.1049548760477,7.805275225008756,13.37382665066968
M4,13.838002413431195,10.91554726175626,93.30175764726685
M5,3.168387272343372,3.1039033227394635,3.17805092937135
M6,4.375104140728306,4.496662728015514,14.859157941588338
M7,9.195324148409574,8.865110747234018,11.544184898937413
M8,3.6505498941652386,3.3916639020266777,3.721322054330502
M9,11.684235152092972,11.147109693321614,11.66499199450625
M10,9.639919572727015,9.363488103194967,9.524717350732095
M11,445.35722378465977,440.8073746122423,442.1449175139124
M12,9.923405250914453,9.728533098913363,10.35873452199031
M13,8.73822440987884,7.862874059301014,9.139620793408346
M14,13.969371262185597,7.9567788693225205,20.23311283591083
M15,10.660793078685016,10.30874825860711,10.981694222352136
M16,11.43157394027623,15.259954031079625,12.85895006044379
