pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.2910231363765196,-0.03637989318402935,0.0,False
"0,1",True,-0.06758618574987228,-0.005029695578308985,0.0,False
"1,1",False,-0.2925862015800635,-0.02603486247218286,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,8.68172643630955,8.332202107247756,7.768517182229828
M2,81.5110220050936,81.7170801614066,80.84363984471906
M3,8.892858380878266,6.9215306657800175,8.779085043804304
M4,14.670239614021078,12.43173542396918,16.34373106284041
M5,3.733572412994064,3.519955482350946,3.890073771217275
M6,13.157109988223628,10.601524191422055,11.970630099580406
M7,11.388039077410573,9.546627676126775,11.194791809742608
M8,3.511438457004413,3.41595522302368,3.345300167498144
M9,33.04441553202066,10.318811033318607,37.25618317559386
M10,9.612733171644786,9.553344298451112,9.37129815551562
M11,457.4706928699689,450.06162817989957,446.14306645287735
M12,10.601674495453384,11.862195893656079,11.205626340301379
M13,7.815136714893264,7.42604001472548,8.255409601594717
M14,102.22398293509686,11.073030083494801,15.066713252736708
M15,11.414451288246827,11.058962030181654,11.250852040073333
M16,11.49875390928739,10.992370110708622,11.20890428124744
