iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,3.496905,116.503095
1,PROBE,-0.3,200,8.587504,111.412496
2,SET,-0.3,4377.186259870693,8.303637,111.696363
3,SET,-0.5252623511844832,5000,21.416251,98.583749
4,SET,-0.7691117166196414,5000,50.380488,69.619512
5,SET,-0.6195941750947158,5000,50.916165,69.083835
6,SET,-1.2104184933255027,5000,115.368282,4.631718
7,SET,-0.3,567.7904452984689,109.373488,10.626512
8,SET,-0.3,1135.5808905969377,107.501857,12.498143
9,SET,-0.3,2271.161781193875,108.473021,11.526979
10,SET,-0.3,3887.3019716554145,106.185942,13.814058
11,SET,-0.46647623659864973,5000,103.889092,16.110908
12,SET,-0.8645555587686363,5000,113.773035,6.226965
13,SET,-0.3,4024.03927696691,112.663814,7.336186
14,SET,-0.4828847132360292,5000,110.556877,9.443123
