iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,19.270944,100.729056
1,PROBE,-0.3,200,18.996526,101.003474
2,SET,-1.5,5000,34.883140,85.116860
3,SET,-1.5,5000,53.440698,66.559302
4,SET,-1.3342505775968654,5000,54.337342,65.662658
5,SET,-1.5,5000,53.393968,66.606032
6,SET,-1.5,5000,57.447276,62.552724
7,SET,-1.5,5000,61.209969,58.790031
8,SET,-1.5,5000,57.747590,62.252410
9,SET,-1.5,5000,76.545068,43.454932
10,SET,-1.1572213142891716,5000,70.228613,49.771387
11,SET,-1.5,5000,80.225296,39.774704
12,SET,-1.2702449478134166,5000,68.065317,51.934683
13,SET,-1.4457245503906566,5000,67.417706,52.582294
14,SET,-1.5,5000,64.249669,55.750331
15,SET,-1.5,5000,59.914695,60.085305
16,SET,-1.5,5000,65.107669,54.892331
17,SET,-1.5,5000,115.424952,4.575048
18,SET,-0.3,830.2034931298726,117.099285,2.900715
19,SET,-0.3,770.6950434661858,113.447599,6.552401
20,SET,-0.3,1541.3900869323718,114.381954,5.618046
21,SET,-0.3,2313.3118107174046,110.819352,9.180648
22,SET,-0.3,4626.623621434809,110.905408,9.094592
23,SET,-0.544883153188709,5000,110.277364,9.722636
24,SET,-1.0351828972418529,5000,107.202070,12.797930
25,SET,-1.30304108223576,5000,110.792312,9.207688
26,SET,-0.845166156826597,5000,121.344749,-1.344749
