pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,-0.01900684735416415,-0.17851377359603943,0.0,False
"0,1",True,-0.10094818578232997,0.017456112356391273,0.3909959799148855,True
"1,1",False,-0.0856468595694034,-0.10779583970814402,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,8.486463336767788,8.318221001029647,8.168856130156248
M2,82.1731568855923,81.99720992202944,81.82957549520452
M3,10.606789684588389,7.803717153172244,10.682867812178563
M4,98.32476969292577,11.964924976080528,65.27478116543581
M5,3.279506512948874,3.0515728176540518,3.226457089474295
M6,5.424314464826278,4.788863691458564,4.5806936386466734
M7,10.646264455611565,9.604658797586726,11.36691270234255
M8,3.563997409322917,3.474276586212101,3.565869053432197
M9,10.927542666049284,10.514047417927712,9.71878120955884
M10,9.406171420791567,9.083238299356795,9.583899514557977
M11,440.8682857474224,444.90633867789984,448.28719621397573
M12,10.106458180533844,10.284840099026493,10.749815606746086
M13,15.290148614634766,8.53268315080921,9.612169437418116
M14,18.321890932199075,10.425017167316293,18.699991235188417
M15,10.669377039196844,10.427904291511764,11.079419230520056
M16,10.418393210340238,10.220554339961904,11.319286700960632
