iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,11.081132,108.918868
1,PROBE,-0.3,200,37.247802,82.752198
2,SET,-0.3,632.5008084749229,45.045247,74.954753
3,SET,-0.3,1047.1370246937643,49.688436,70.311564
4,SET,-0.3,1849.943345517005,55.955803,64.044197
5,SET,-0.3,3094.275018968467,52.200825,67.799175
6,SET,-0.37131300227621605,5000,73.872802,46.127198
7,SET,-0.3620190639847669,5000,67.431121,52.568879
8,SET,-0.7061497389906958,5000,133.140716,-13.140716
9,RESET,0.3,1492.5353843263358,10.920910,109.079090
10,SET,-0.3,2405.4931282898997,36.711296,83.288704
11,SET,-0.3,2971.0266665990202,79.270740,40.729260
12,SET,-0.3,1923.0750475193786,63.662972,56.337028
13,SET,-0.3,3846.150095038757,66.554339,53.445661
14,SET,-0.41647598614280895,5000,107.270817,12.729183
15,SET,-0.3,1606.9163112215138,109.926487,10.073513
16,SET,-0.3,2104.315444435813,110.068010,9.931990
17,SET,-0.3,4092.014634061646,106.239606,13.760394
18,SET,-0.49104175608739753,5000,130.695158,-10.695158
19,RESET,0.3,3254.5263084163425,10.737398,109.262602
20,SET,-0.32660397092160837,5000,82.385487,37.614513
21,SET,-0.3,2186.756054185562,64.223223,55.776777
22,SET,-0.3,4373.512108371124,65.663010,54.336990
23,SET,-0.4984084378838054,5000,134.577655,-14.577655
24,RESET,0.3,1434.5128058604264,10.793066,109.206934
25,SET,-0.3,2264.4724557619716,38.675234,81.324766
26,SET,-0.3,2686.686065876012,52.319808,67.680192
27,SET,-0.3,3829.3502168172404,69.526207,50.473793
28,SET,-0.3,4553.883649698544,76.935217,43.064783
29,SET,-0.4065705209137061,5000,94.890170,25.109830
30,SET,-0.3029443545075855,5000,96.683801,23.316199
31,SET,-0.5247571611444849,5000,132.429844,-12.429844
32,RESET,0.3,2532.7874031205147,10.628801,109.371199
33,SET,-0.3,4127.425513365873,26.317392,93.682608
34,SET,-0.37102380276139973,5000,57.774285,62.225715
35,SET,-0.3482582272650698,5000,65.135904,54.864096
36,SET,-0.5399593131197515,5000,86.114790,33.885210
37,SET,-0.39507651223748647,5000,115.966612,4.033388
38,SET,-0.3,725.6587179736413,111.737730,8.262270
39,SET,-0.3,1451.3174359472823,101.151187,18.848813
40,SET,-0.3,2902.634871894565,110.985059,9.014941
41,SET,-0.3,1824.590792961591,117.510530,2.489470
42,SET,-0.3,584.574398241111,118.388504,1.611496
