iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,22.190298,97.809702
1,PROBE,-0.3,200,25.100997,94.899003
2,SET,-0.39124207471350847,5000,28.234591,91.765409
3,SET,-0.7254079671872457,5000,51.840450,68.159550
4,SET,-0.6643619812519612,5000,49.955824,70.044176
5,SET,-1.286677024865072,5000,66.836965,53.163035
6,SET,-0.9604146209287269,5000,76.094487,43.905513
7,SET,-1.018539804381214,5000,92.131309,27.868691
8,SET,-0.577216160696547,5000,92.659009,27.340991
9,SET,-1.0927610277595465,5000,92.900623,27.099377
10,SET,-1.7999999999999998,5000,136.409592,-16.409592
11,RESET,0.3,3463.1965707644554,15.581499,104.418501
12,SET,-0.3162004325904099,5000,45.990888,74.009112
13,SET,-0.34295751663957563,5000,61.991816,58.008184
14,SET,-0.43107422940651163,5000,65.382775,54.617225
15,SET,-0.7488490866997906,5000,81.764430,38.235570
16,SET,-0.59958364203942,5000,82.455177,37.544823
17,SET,-1.136470163827021,5000,96.828646,23.171354
18,SET,-0.5725003848284533,5000,99.594059,20.405941
19,SET,-0.8212968914317782,5000,111.947647,8.052353
20,SET,-0.3,4065.3277971049256,101.911344,18.088656
21,SET,-0.4878393356525911,5000,101.043515,18.956485
22,SET,-0.9484908160548766,5000,98.561246,21.438754
23,SET,-1.5172414255816735,5000,120.050661,-0.050661
