iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,33.132599,86.867401
1,PROBE,-0.3,200,39.084631,80.915369
2,SET,-0.3,2718.916068599829,36.822024,83.177976
3,SET,-0.3262699282319795,5000,39.526281,80.473719
4,SET,-0.6097642562485691,5000,51.609414,68.390586
5,SET,-0.7940748451215432,5000,63.993932,56.006068
6,SET,-0.8791619579462033,5000,74.376050,45.623950
7,SET,-0.9281556818643246,5000,87.251443,32.748557
8,SET,-0.7113570725667012,5000,95.145482,24.854518
9,SET,-0.687061541037942,5000,85.343698,34.656302
10,SET,-1.006752498642326,5000,105.322760,14.677240
11,SET,-0.3,4842.979501442058,98.719771,21.280229
12,SET,-0.5811575401730469,5000,99.477721,20.522279
13,SET,-1.0485671479229208,5000,86.757653,33.242347
14,SET,-1.072818906728194,5000,100.836241,19.163759
15,SET,-0.49191693468182585,5000,101.942168,18.057832
16,SET,-0.8469162527053583,5000,94.943605,25.056395
17,SET,-1.1223367518600287,5000,88.163385,31.836615
18,SET,-1.417293345592536,5000,99.042247,20.957753
19,SET,-0.7137489469465824,5000,90.293150,29.706850
20,SET,-1.015157633873086,5000,84.196604,35.803396
21,SET,-1.444118891941386,5000,116.683128,3.316872
22,SET,-0.3,830.7905077177439,113.049780,6.950220
23,SET,-0.3,1661.5810154354879,113.043450,6.956550
24,SET,-0.3,3323.1620308709753,115.281291,4.718709
25,SET,-0.3,3411.000008708505,113.468488,6.531512
26,SET,-0.40932000104502053,5000,114.449915,5.550085
27,SET,-0.5772796650461042,5000,111.233426,8.766574
28,SET,-0.862179863728882,5000,108.253219,11.746781
29,SET,-1.1687210802198496,5000,116.794176,3.205824
30,SET,-0.3,2774.1041541294785,117.562195,2.437805
31,SET,-0.3,3403.6204093175434,115.841828,4.158172
32,SET,-0.4084344491181052,5000,116.939651,3.060349
33,SET,-0.3,5000,115.108718,4.891282
34,SET,-0.7511647261825836,5000,111.532283,8.467717
35,SET,-0.9187539013770788,5000,115.860058,4.139942
36,SET,-0.3502128180972259,5000,120.823090,-0.823090
