iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,81.402425,38.597575
1,SET,-0.8,1000,85.337519,34.662481
2,SET,-0.8,1000,98.499523,21.500477
3,SET,-0.8,1000,104.085952,15.914048
4,SET,-0.8,1000,99.880124,20.119876
5,SET,-0.8,1000,103.940470,16.059530
6,SET,-0.8,1000,143.619969,-23.619969
7,RESET,0.8,1000,4.305950,115.694050
8,SET,-0.8,1000,95.438481,24.561519
9,SET,-0.8,1000,139.252343,-19.252343
10,RESET,0.8,1000,4.285710,115.714290
11,SET,-0.8,1000,89.466698,30.533302
12,SET,-0.8,1000,94.291244,25.708756
13,SET,-0.8,1000,88.612897,31.387103
