iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,77.742391,42.257609
1,PROBE,-0.3,200,76.870741,43.129259
2,SET,-0.5937600055038094,5000,82.380512,37.619488
3,SET,-0.8267707445129168,5000,82.823750,37.176250
4,SET,-1.582669345310738,5000,83.836341,36.163659
5,SET,-1.7999999999999998,5000,87.647193,32.352807
6,SET,-1.7999999999999998,5000,86.428754,33.571246
7,SET,-1.7999999999999998,5000,87.174896,32.825104
8,SET,-1.7999999999999998,5000,88.946410,31.053590
9,SET,-1.7999999999999998,5000,91.029143,28.970857
10,SET,-1.7999999999999998,5000,91.454118,28.545882
11,SET,-1.7999999999999998,5000,90.021430,29.978570
12,SET,-1.7999999999999998,5000,91.842608,28.157392
13,SET,-1.7999999999999998,5000,91.073160,28.926840
14,SET,-1.7999999999999998,5000,90.190864,29.809136
15,SET,-1.7999999999999998,5000,91.935526,28.064474
16,SET,-1.7999999999999998,5000,90.194100,29.805900
17,SET,-1.7999999999999998,5000,90.006493,29.993507
18,SET,-1.7999999999999998,5000,89.242818,30.757182
19,SET,-1.7999999999999998,5000,88.520887,31.479113
20,SET,-1.7999999999999998,5000,88.872361,31.127639
21,SET,-1.7999999999999998,5000,88.446265,31.553735
22,SET,-1.7999999999999998,5000,88.737371,31.262629
23,SET,-1.7999999999999998,5000,88.586101,31.413899
24,SET,-1.7999999999999998,5000,87.777848,32.222152
25,SET,-1.7999999999999998,5000,87.464499,32.535501
26,SET,-1.7999999999999998,5000,89.584127,30.415873
27,SET,-1.7999999999999998,5000,86.627740,33.372260
28,SET,-1.7999999999999998,5000,87.932642,32.067358
29,SET,-1.7999999999999998,5000,86.276982,33.723018
30,SET,-1.7999999999999998,5000,86.437212,33.562788
31,SET,-1.7999999999999998,5000,85.995953,34.004047
32,SET,-1.7999999999999998,5000,85.404680,34.595320
33,SET,-1.7999999999999998,5000,84.461377,35.538623
34,SET,-1.7999999999999998,5000,84.998734,35.001266
35,SET,-1.7999999999999998,5000,83.968154,36.031846
36,SET,-1.7999999999999998,5000,83.701168,36.298832
37,SET,-1.7999999999999998,5000,85.417632,34.582368
38,SET,-1.7999999999999998,5000,85.344861,34.655139
39,SET,-1.7999999999999998,5000,86.280704,33.719296
40,SET,-1.7999999999999998,5000,86.129924,33.870076
