pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.03839465801847401,-0.3749239594945348,0.009704466734217383,True
"0,1",True,-0.12630696421335064,0.08060186983537883,0.05400396981487584,True
"1,1",False,-0.05198448931361095,-0.24358989434506723,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,13.835303693188697,13.613939294720762,13.492271101514767
M2,82.35152864211138,82.68085223109604,83.45381450811531
M3,7.58985954462392,6.478909008298348,12.799066744887389
M4,11.446616711602474,9.776685213587676,14.235502827012178
M5,4.3563004218804355,4.3269955034603385,4.486293027548743
M6,4.28064539177866,4.601974806308483,4.381903071590732
M7,8.914157610545358,7.837010199804883,9.631988038931809
M8,3.201825284049595,3.111290586487207,3.0792031003530878
M9,10.400022046939597,9.304088947941182,10.767722870087388
M10,7.516850143715565,7.09519898605705,7.2073775751787865
M11,427.17357246730734,429.84727438514784,427.83141891509484
M12,9.84520102154316,10.99363339486774,10.223287111068052
M13,6.852993945142762,5.238921445269321,13.085739514353184
M14,8.352737545185462,7.829117246013859,42.79927286930619
M15,10.404389952085557,9.685535568062292,9.519413230136765
M16,15.047305270959672,16.199231812456127,15.85506259724112
