iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,29.029838,90.970162
1,PROBE,-0.3,200,31.732070,88.267930
2,SET,-0.3919778409997318,5000,37.139289,82.860711
3,SET,-0.6813920695503034,5000,99.544964,20.455036
4,SET,-0.3,2068.522417251252,100.241734,19.758266
5,SET,-0.3,3864.4844766170754,92.219751,27.780249
6,SET,-0.4637381371940491,5000,90.389837,29.610163
7,SET,-0.8,5000,112.062948,7.937052
8,SET,-0.3,2513.807670395114,114.736322,5.263678
9,SET,-0.3,2494.1266406604263,115.585836,4.414164
10,SET,-0.3,3601.8781065655708,116.675851,3.324149
11,SET,-0.3,4350.577207842823,118.457565,1.542435
