iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,12.016461,107.983539
1,PROBE,-0.3,200,11.568598,108.431402
2,SET,-1.5,5000,12.687392,107.312608
3,SET,-1.5,5000,13.785401,106.214599
4,SET,-1.5,5000,17.443534,102.556466
5,SET,-1.5,5000,22.725715,97.274285
6,SET,-1.5,5000,23.158572,96.841428
7,SET,-1.5,5000,21.875917,98.124083
8,SET,-1.5,5000,26.989813,93.010187
9,SET,-1.5,5000,67.132332,52.867668
10,SET,-0.7270021011092305,5000,37.670406,82.329594
11,SET,-0.9633331573237702,5000,51.532546,68.467454
12,SET,-1.0399825309499962,5000,45.358221,74.641779
13,SET,-1.5,5000,60.977517,59.022483
14,SET,-1.2390250677904122,5000,56.461644,63.538356
15,SET,-1.5,5000,69.091299,50.908701
16,SET,-1.386338042937535,5000,70.857530,49.142470
17,SET,-1.5,5000,91.854066,28.145934
18,SET,-0.6166064366276774,5000,93.715513,26.284487
19,SET,-1.0138402822025743,5000,95.852784,24.147216
20,SET,-1.4612578436121335,5000,116.866357,3.133643
21,SET,-0.3,1206.5903278051521,107.747912,12.252088
22,SET,-0.3,2413.1806556103043,103.664522,16.335478
23,SET,-0.3,4826.3613112206085,106.230777,13.769223
24,SET,-0.42189941704937284,5000,110.031643,9.968357
25,SET,-0.44004745461423106,5000,106.190008,13.809992
26,SET,-0.7789412919413755,5000,103.715141,16.284859
27,SET,-1.2537066913171222,5000,121.995304,-1.995304
