iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,12.091531,107.908469
1,PROBE,-0.3,200,11.971354,108.028646
2,SET,-1.7999999999999998,5000,76.943891,43.056109
3,SET,-0.38003547520289216,5000,75.866452,44.133548
4,SET,-0.7551525960322203,5000,48.827463,71.172537
5,SET,-0.9580805397863142,5000,115.318213,4.681787
6,SET,-0.3,527.3664535066941,103.064059,16.935941
7,SET,-0.3,1054.7329070133885,100.121928,19.878072
8,SET,-0.3,2109.4658140267766,44.651799,75.348201
9,SET,-0.3,4218.931628053553,37.045358,82.954642
10,SET,-0.5062717953664264,5000,30.877169,89.122831
11,SET,-0.9665485560259395,5000,142.472180,-22.472180
12,RESET,0.3,1613.717621726088,15.440487,104.559513
13,SET,-0.3,2257.1927515694333,15.196975,104.803025
14,SET,-0.3,4514.385503138867,15.214751,104.785249
15,SET,-0.5415425233822128,5000,66.475530,53.524470
16,SET,-0.3,4896.620992646721,63.817350,56.182650
17,SET,-0.5875945191176065,5000,82.091796,37.908204
18,SET,-0.484358663464247,5000,17.926297,102.073703
19,SET,-0.6987766278057189,5000,17.632571,102.367429
20,SET,-1.3922431343392527,5000,206.375195,-86.375195
21,RESET,0.3,4097.4810870758265,14.420679,105.579321
22,SET,-0.3,3108.6100634266895,14.658275,105.341725
23,SET,-0.37135803060624156,5000,35.397014,84.602986
24,SET,-0.47961509612405473,5000,72.050658,47.949342
25,SET,-0.32118632415672926,5000,71.607864,48.392136
26,SET,-0.6419578207004449,5000,123.404492,-3.404492
27,RESET,0.3,457.5238010273929,13.627986,106.372014
28,SET,-0.3,859.9982111198221,15.977591,104.022409
29,SET,-0.3,1645.6540439866583,16.479585,103.520415
30,SET,-0.3,3259.6940709370656,17.054601,102.945399
31,SET,-0.3868417689871671,5000,26.148700,93.851300
32,SET,-0.6332078709758865,5000,93.731375,26.268625
33,SET,-0.3,2344.4215002355995,88.795678,31.204322
34,SET,-0.3,4688.843000471198,87.921016,32.078984
35,SET,-0.5626611600565439,5000,93.613210,26.386790
36,SET,-0.6945084269507308,5000,157.009671,-37.009671
37,RESET,0.3,4948.1805994207725,13.446583,106.553417
38,SET,-0.3503821192634593,5000,14.798157,105.201843
39,SET,-0.6817751068134997,5000,21.161516,98.838484
40,SET,-1.1262555392959521,5000,138.956308,-18.956308
41,RESET,0.3,1315.2928434258317,11.863902,108.136098
42,SET,-0.3,1947.7150009911704,14.954792,105.045208
43,SET,-0.3,3678.9295689162927,15.565178,104.434822
44,SET,-0.436370673526335,5000,64.461824,55.538176
45,SET,-0.3,4601.552621693503,63.179153,56.820847
46,SET,-0.5521863146032204,5000,89.206933,30.793067
47,SET,-0.3247171637684937,5000,84.348322,35.651678
48,SET,-0.6422233265340148,5000,113.524446,6.475554
49,SET,-0.3,1412.9510782489315,113.556925,6.443075
50,SET,-0.3,2797.6964605135663,111.650934,8.349066
