pattern,target,h1,h2,y,predicted
"0,0",False,0.0,0.0,0.0,False
"1,0",True,0.06569087442791673,-0.775021929903443,0.012382376510097336,True
"0,1",True,-0.08715952422723681,0.01726882544031555,0.1615452553000475,True
"1,1",False,-0.006935604775098678,-0.6617120620382299,0.0,False

memristor,initial_uS,post_init_uS,final_uS
M1,7.850803005979365,5.175648637938726,11.01152722814974
M2,80.84538085468397,81.42669697718675,81.29769679113352
M3,9.597680634197014,6.637941014422779,8.813176866713713
M4,19.452166270037882,7.701177142320372,19.33826425899085
M5,3.631544711965715,3.017242710895335,3.511580503586139
M6,5.866464046873742,4.1228296815194305,4.135423777119633
M7,194.68456584929294,12.450302673372526,20.90481063662709
M8,5.593893256613621,5.23841545196913,5.614376297670857
M9,7.816304953273768,7.234784709116234,6.702045902636912
M10,9.826999291061714,9.535864353148353,8.005050730934324
M11,452.4343580883288,459.2675365345453,472.3595329338989
M12,7.545588884716653,7.58973324583348,7.119748965965373
M13,76.4373856172406,5.029857049678793,9.100462088956188
M14,127.94796515901706,7.106974198753247,296.5562309320908
M15,7.550760475145951,7.86240932469854,20.36240174721222
M16,66.13537208658053,57.41014900690694,67.69606698126331
