iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,113.775430,6.224570
1,SET,-0.5,1000,114.036796,5.963204
2,SET,-0.5,1000,113.648434,6.351566
3,SET,-0.5,1000,113.016131,6.983869
4,SET,-0.5,1000,113.566905,6.433095
5,SET,-0.5,1000,113.341596,6.658404
6,SET,-0.5,1000,113.760210,6.239790
7,SET,-0.5,1000,114.393590,5.606410
8,SET,-0.5,1000,114.799942,5.200058
9,SET,-0.5,1000,114.164342,5.835658
10,SET,-0.5,1000,115.770476,4.229524
11,SET,-0.5,1000,114.734222,5.265778
12,SET,-0.5,1000,114.703858,5.296142
13,SET,-0.5,1000,115.262213,4.737787
14,SET,-0.5,1000,115.409152,4.590848
15,SET,-0.5,1000,115.066213,4.933787
16,SET,-0.5,1000,115.181017,4.818983
17,SET,-0.5,1000,115.911111,4.088889
18,SET,-0.5,1000,116.154579,3.845421
