pulse,conductance_uS,node_voltage_V
0,4.927584356676512,-0.09102894399164023
1,144.35254059677493,-0.02572644527643993
2,140.57429594035568,-0.02623648680074283
3,155.38440876091173,-0.02434459377985457
4,115.5430297902552,-0.03020362745767704
5,101.73767587383321,-0.03295160527012025
6,80.98167772003328,-0.03817327802662024
7,84.32493955205088,-0.0372231695519394
8,92.38400936475176,-0.03511630289319405
9,132.43371912826618,-0.027407214104343186
10,355.6210738699262,-0.012326775707919433
