iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,19.065116,100.934884
1,PROBE,-0.3,200,19.783559,100.216441
2,SET,-1.0,5000,26.754797,93.245203
3,SET,-1.0,5000,28.226479,91.773521
4,SET,-1.0,5000,28.169245,91.830755
5,SET,-1.0,5000,27.934143,92.065857
6,SET,-1.0,5000,27.843835,92.156165
7,SET,-1.0,5000,28.374483,91.625517
8,SET,-1.0,5000,28.035473,91.964527
9,SET,-1.0,5000,29.550608,90.449392
10,SET,-1.0,5000,29.035812,90.964188
11,SET,-1.0,5000,28.652188,91.347812
12,SET,-1.0,5000,28.427904,91.572096
13,SET,-1.0,5000,28.717692,91.282308
14,SET,-1.0,5000,28.226200,91.773800
15,SET,-1.0,5000,28.034229,91.965771
16,SET,-1.0,5000,28.242935,91.757065
17,SET,-1.0,5000,28.407698,91.592302
