iter,action,pulse_v,pulse_us,G_uS,error_uS
0,init,0.0,0,37.261404,82.738596
1,PROBE,-0.3,200,36.923453,83.076547
2,SET,-1.7999999999999998,5000,61.684655,58.315345
3,SET,-1.0535753810552146,5000,151.495480,-31.495480
4,RESET,0.3,2959.6617070103616,38.206351,81.793649
5,SET,-0.3,3344.0230204592026,39.090212,80.909788
6,SET,-0.39270295996235394,5000,37.829090,82.170910
7,SET,-0.7816986790007637,5000,90.503195,29.496805
8,SET,-0.3,3502.7832175970984,92.881780,27.118220
9,SET,-0.357602197313403,5000,84.236370,35.763630
10,SET,-0.6834804004852815,5000,108.786196,11.213804
11,SET,-0.3,2786.2077345071584,102.701591,17.298409
12,SET,-0.334344928140859,5000,99.175474,20.824526
13,SET,-0.6559738868256321,5000,112.930493,7.069507
14,SET,-0.3,3036.8852170015066,107.203554,12.796446
15,SET,-0.36442622604018077,5000,106.575047,13.424953
16,SET,-0.7215975131905977,5000,109.543430,10.456570
17,SET,-0.7338175377048705,5000,113.625237,6.374763
18,SET,-0.4577011526151406,5000,106.616282,13.383718
19,SET,-0.7177994549956339,5000,105.132730,14.867270
20,SET,-1.2604371201821143,5000,170.095898,-50.095898
21,RESET,0.4387848719394024,5000,34.056836,85.943164
22,SET,-0.3028123481556008,5000,33.273145,86.726855
23,SET,-0.6055733976840048,5000,100.561154,19.438846
24,SET,-0.3,1763.1232410240227,99.137844,20.862156
25,SET,-0.3,3526.2464820480454,97.704930,22.295070
26,SET,-0.42314957784576546,5000,99.349405,20.650595
27,SET,-0.7100086927065639,5000,128.404322,-8.404322
28,RESET,0.3,2224.5182127710896,34.826457,85.173543
29,SET,-0.3,3715.7488853979,32.960003,87.039997
30,SET,-0.44588986624774785,5000,44.830293,75.169707
31,SET,-0.6403613545042047,5000,78.826877,41.173123
32,SET,-0.3569279131726787,5000,78.586887,41.413113
33,SET,-0.7130716881406215,5000,92.553899,27.446101
34,SET,-0.5246126485237071,5000,85.257531,34.742469
35,SET,-0.9066629308346285,5000,97.669723,22.330277
36,SET,-0.5604072499450332,5000,105.473064,14.526936
37,SET,-0.4411616835919587,5000,102.660589,17.339411
38,SET,-0.8197577985143878,5000,134.478603,-14.478603
39,RESET,0.3,3793.827681539242,35.517187,84.482813
40,SET,-0.3390477960199106,5000,34.958373,85.041627
41,SET,-0.67751612226809,5000,83.661635,36.338365
42,SET,-0.3,4207.817591694054,75.839376,44.160624
